"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal"
"Crassula cymosa","Crassula cymosa","CRASSULACEAE","Crassula cymosa","P.J.Bergius","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Jan",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,1,0,0,0,0,14.46,0,0,"leaf",2,"l","i","p"
"Crassula decumbens","Crassula decumbens","CRASSULACEAE","Crassula decumbens","Thunb.","Crassulaceae",0,1,"Annual",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula dejecta","Crassula dejecta","CRASSULACEAE","Crassula undulata","Haw.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Feb",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.64,0,0,"leaf",2,"l","i","p"
"Crassula dentata","Crassula dentata","CRASSULACEAE","Crassula dentata","Thunb.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula ericoides","Crassula ericoides","CRASSULACEAE","Crassula ericoides","Haw.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,0.496666667,0,0,"leaf",2,"l","i","p"
"Crassula expansa","Crassula expansa","CRASSULACEAE","Crassula expansa","Aiton","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Dec",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"l","i","p"
"Crassula fascicularis","Crassula fascicularis","CRASSULACEAE","Crassula fascicularis","Lam.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,2.222222222,0,0,"leaf",2,"l","i","p"
"Crassula flava","Crassula flava","CRASSULACEAE","Crassula flava","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula lactea","Crassula lactea","CRASSULACEAE","Crassula lactea","Aiton","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Jul",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,4.4,0,0,"leaf",2,"l","i","p"
"Crassula lanceolata","Crassula lanceolata","CRASSULACEAE","Crassula schimperi var. illecebroides","(Welw. ex Hiern.) G.D.Rowley","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Jul",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula mollis","Crassula mollis","CRASSULACEAE","Crassula mollis","Thunb.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,2.456666667,0,0,"leaf",2,"l","i","p"
"Crassula muscosa","Crassula muscosa","CRASSULACEAE","Crassula muscosa","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Feb",NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,0.242777778,0,0,"leaf",3,"l","i","p"
"Crassula nudicaulis","Crassula nudicaulis","CRASSULACEAE","Crassula nudicaulis","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,9.1,0,0,"leaf",2,"l","i","p"
"Crassula obtusa","Crassula obtusa","CRASSULACEAE","Crassula obtusa","Haw.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Jan",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula orbicularis","Crassula orbicularis","CRASSULACEAE","Crassula orbicularis","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Nov",NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,6.933333333,0,0,"leaf",2,"l","i","p"
"Crassula ovata","Crassula ovata","CRASSULACEAE","Crassula ovata","Druce","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Aug",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,3.785714286,0,0,"leaf",3,"l","i","p"
"Crassula pellucida","Crassula pellucida","CRASSULACEAE","Crassula pellucida","L.","Crassulaceae",1,1,"Both",1,0,1,0,0,0,0,0,0,"Sep","Feb",NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.8,0,0,"leaf",1,"l","i","p"
"Crassula perfoliata","Crassula perfoliata","CRASSULACEAE","Crassula perfoliata","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Jan",NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"l","i","p"
"Crassula perforata","Crassula perforata","CRASSULACEAE","Crassula perforata","Thunb.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,1.433333333,0,0,"leaf",3,"l","i","p"
"Crassula pubescens","Crassula pubescens","CRASSULACEAE","Crassula pubescens","Thunb.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,4.333333333,0,0,"leaf",2,"l","i","p"
"Crassula rogersii","Crassula rogersii","CRASSULACEAE","Crassula rogersii","Schönland","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,5.2,0,0,"leaf",3,"l","i","p"
"Crassula rupestris","Crassula rupestris","CRASSULACEAE","Crassula rupestris","Thunb.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Oct",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,1.632857143,0,0,"leaf",3,"l","i","p"
"Crassula saxifraga","Crassula saxifraga","CRASSULACEAE","Crassula saxifraga","Harv.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Jun",NA,NA,25,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula sebaeoides","Crassula sebaeoides","CRASSULACEAE","Crassula sebaeoides","(Eckl. & Zeyh.) Toelken","Crassulaceae",0,1,"Annual",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",0,"l","i","p"
"Crassula subulata","Crassula subulata","CRASSULACEAE","Crassula subulata","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Crassula tecta","Crassula tecta","CRASSULACEAE","Crassula tecta","Thunb.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Jun",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"l","i","p"
"Crassula tetragona","Crassula tetragona","CRASSULACEAE","Crassula tetragona","L.","Crassulaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,100,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,1.566666667,0,0,"leaf",2,"l","i","p"
"Crotalaria capensis","Crotalaria capensis","FABACEAE","Crotalaria capensis","Jacq.","Fabaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"May","Dec",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"m","i","p"
"Crotalaria lebeckioides","Crotalaria lebeckioides","FABACEAE","Crotalaria lebeckioides","Bond","Fabaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jul","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"m","i","p"
"Cullumia aculeata","Cullumia aculeata","ASTERACEAE","Cullumia aculeata","(Houtt.) Roessler","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Mar",NA,NA,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.85,0,0,"leaf",1,"h","i","i"
"Cullumia bisulca","Cullumia bisulca","ASTERACEAE","Cullumia bisulca","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"h","i","i"
"Cullumia decurrens","Cullumia decurrens","ASTERACEAE","Cullumia decurrens","Less.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i"
"Cullumia squarrosa","Cullumia squarrosa","ASTERACEAE","Cullumia squarrosa","R.Br.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,1.666666667,0,0,"leaf",3,"h","i","i"
"Cunonia capensis","Cunonia capensis","CUNONIACEAE","Cunonia capensis","L.","Cunoniaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Mar","Jun",NA,NA,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,9.99,0,0,"leaf",3,"l","i","m"
"Curtisia dentata","Curtisia dentata","CORNACEAE","Curtisia dentata","(Burm.f.) C.A.Sm.","Curtisiaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","Feb",NA,NA,1300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,11.64,0,0,"leaf",3,"l","i","m"
"Cuscuta africana","Cuscuta africana","CONVOLVULACEAE","Cuscuta africana","Krauss ex Engelm.","Convolvulaceae",1,1,"Both",1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,100,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,"leaf",0,0,0,0,0,0,NA,1,1,"leaf",2,"l","u","u"
"Cussonia spicata","Cussonia spicata","ARALIACEAE","Cussonia spicata","Thunb.","Araliaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","May",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"leaf",0,0,1,1,1,1,16.27142857,0,0,"leaf",3,"l","i","m"
"Cussonia thyrsiflora","Cussonia thyrsiflora","ARALIACEAE","Cussonia thyrsiflora","Thunb.","Araliaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Nov","Jan",NA,NA,500,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,"leaf",0,0,1,1,0,0,7.825,0,0,"leaf",3,"l","i","m"
"Cyanella lutea","Cyanella lutea","TECOPHILAEACEAE","Cyanella lutea","L.f.","Tecophilaeaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Oct",NA,NA,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,9.866666667,0,0,"leaf",2,"l","i","w"
"Cyanotis speciosa","Cyanotis speciosa","COMMELINACEAE","Cyanotis speciosa","(L.f.) Hassk.","Commelinaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","May",NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","u"
"Cyathocoma ecklonii","Cyathocoma ecklonii","CYPERACEAE","Cyathocoma ecklonii","Nees","Cyperaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Nov","Apr",NA,NA,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,62.36,0,0,"mixed",3,"l","w","p"
"Cyclopia bowieana","Cyclopia bowieana","FABACEAE","Cyclopia bowieana","Harv.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Dec",NA,NA,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",3,"h","i","p"
"Cyclopia intermedia","Cyclopia intermedia","FABACEAE","Cyclopia intermedia","E.Mey.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Nov",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,1.938571429,0,0,"leaf",3,"h","i","p"
"Cyclopia sessiliflora","Cyclopia sessiliflora","FABACEAE","Cyclopia sessiliflora","Eckl. & Zeyh.","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Apr","Sep",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"h","i","p"
"Cyclopia subternata","Cyclopia subternata","FABACEAE","Cyclopia subternata","Vogel","Fabaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Sep",NA,NA,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",3,"h","i","p"
"Cymbopogon marginatus","Cymbopogon marginatus","POACEAE","Cymbopogon marginatus","(Steud.) Stapf ex Burtt Davy","Poaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","May",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,32.26296296,0,0,"leaf",2,"h","w","w"
"Cynanchum africanum","Cynanchum africanum","APOCYNACEAE","Cynanchum africanum","(L.) Hoffmanns.","Apocynaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Dec",NA,NA,60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,1,"mixed",2,"l","i","w"
"Cynanchum obtusifolium","Cynanchum obtusifolium","APOCYNACEAE","Cynanchum obtusifolium","L.f.","Apocynaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jan","Dec",NA,NA,300,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,1,"mixed",2,"l","i","w"
"Cynodon dactylon","Cynodon dactylon","POACEAE","Cynodon dactylon","(L.) Pers.","Poaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","May",NA,NA,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,7.954545455,0,1,"leaf",2,"l","i","w"
"Cyperus thunbergii","Mariscus thunbergii","CYPERACEAE","Cyperus thunbergii","Vahl","Cyperaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Dec",NA,NA,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"h","w","p"
"Cyperus uitenhagensis","Mariscus uitenhagensis","CYPERACEAE","Cyperus uitenhagensis","(Steud.) C.Archer & Goetgh.","Cyperaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Mar",NA,NA,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","w","p"
"Cyphia angustiloba","Cyphia volubilis","CAMPANULACEAE","Cyphia volubilis","Willd.","Campanulaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Aug","Oct",NA,NA,50,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,0,NA,0,1,"mixed",2,"l","i","p"
"Cyphia digitata","Cyphia digitata","CAMPANULACEAE","Cyphia digitata","Willd.","Campanulaceae",1,0,"Perennial",1,0,1,0,1,1,0,1,0,"Jul","Oct",NA,NA,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,4.166666667,0,1,"mixed",2,"l","i","p"
"Cyphia linarioides","Cyphia bulbosa","CAMPANULACEAE","Cyphia linarioides","C.Presl","Campanulaceae",1,0,"Perennial",1,0,1,0,1,1,1,1,0,"Aug","Nov",NA,NA,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,2.566666667,0,1,"mixed",2,"l","i","p"
"Cyphia undulata","Cyphia undulata","CAMPANULACEAE","Cyphia undulata","Eckl. ex C.Presl","Campanulaceae",1,0,"Perennial",1,0,1,0,1,1,0,1,0,"Apr","Oct",NA,NA,50,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,1,"mixed",2,"l","i","p"
"Cyphia zeyheriana","Cyphia zeyheriana","CAMPANULACEAE","Cyphia zeyheriana","C.Presl","Campanulaceae",1,0,"Perennial",1,0,1,0,1,1,0,1,0,"Aug","Oct",NA,NA,50,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"leaf",0,1,0,1,1,0,NA,0,1,"mixed",2,"l","i","p"
"Cysticapnos cracca","Cysticapnos cracca","FUMARIACEAE","Cysticapnos cracca","(Cham. & Schltdl.) Lidén","Papaveraceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Sep","Nov",NA,NA,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"l","i","m"
"Dasispermum hispidum","Sonderina hispida","APIACEAE","Dasispermum hispidum","(Thunb.) Magee & B.-E.van Wyk","Apiaceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Sep","Jan",NA,NA,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,NA,0,0,"leaf",1,"l","i","p"
"Delosperma ecklonis","Delosperma ecklonis","AIZOACEAE","Delosperma ecklonis","(Salm-Dyck) Schwantes","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jul","Oct",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,25,0,0,"leaf",2,"l","i","p"
"Delosperma multiflorum","Delosperma multiflorum","AIZOACEAE","Delosperma multiflorum","L.Bolus","Aizoaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Mar","Jul",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Diascia patens","Diascia patens","SCROPHULARIACEAE","Diascia patens","(Thunb.) Grant ex Fourc.","Scrophulariaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jul","Sep",NA,NA,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p"
"Diastella divaricata","Diastella divaricata","PROTEACEAE","Diastella divaricata","(P.J.Bergius) Rourke","Proteaceae",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jan","Dec",NA,NA,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.741666667,0,0,"leaf",2,"h","i","i"
"Diastella thymelaeoides","Diastella thymelaeoides","PROTEACEAE","Diastella thymelaeoides","(P.J.Bergius) Rourke","Proteaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,1.716,0,0,"leaf",2,"h","i","i"
"Didymodoxa capensis","Didymodoxa capensis","URTICACEAE","Didymodoxa capensis","(L.f.) Friis & Wilmot-Dear","Urticaceae",0,1,"Annual",1,0,0,1,1,1,0,0,0,"Aug","Nov",NA,NA,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",0,"l","i","u"
"Digitaria eriantha","Digitaria eriantha","POACEAE","Digitaria eriantha","Steud.","Poaceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jan","Apr",NA,NA,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,1,0,0,20.67777778,0,0,"leaf",1,"h","w","w"
"Dilatris corymbosa","Dilatris corymbosa","HAEMODORACEAE","Dilatris corymbosa","P.J.Bergius","Haemodoraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Jan",NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,31.56666667,0,0,"leaf",3,"m","i","w"
"Dilatris ixioides","Dilatris ixioides","HAEMODORACEAE","Dilatris ixioides","Lam.","Haemodoraceae",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Feb",NA,NA,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",3,"m","i","w"
"Dilatris pillansii","Dilatris pillansii","HAEMODORACEAE","Dilatris pillansii","W.F.Barker","Haemodoraceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Jan",NA,NA,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,21.07857143,0,0,"leaf",3,"m","i","w"
"Dimorphotheca acutifolia","Dimorphotheca acutifolia","ASTERACEAE","Dimorphotheca acutifolia","Hutch.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.094,0,0,"leaf",2,"m","i","w"
"Dimorphotheca nudicaulis","Dimorphotheca nudicaulis","ASTERACEAE","Dimorphotheca nudicaulis","DC.","Asteraceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,6.82,0,0,"leaf",2,"m","i","w"
"Dioscorea elephantipes","Dioscorea elephantipes","DIOSCOREACEAE","Dioscorea elephantipes","(L'Hér.) Engl.","Dioscoreaceae",1,0,"Perennial",1,0,0,1,0,0,0,1,0,"Nov","Feb",NA,NA,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"l","i","w"
"Diosma acmaeophylla","Diosma acmaeophylla","RUTACEAE","Diosma acmaephylla","Eckl. & Zeyh.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,15.929,0,0,"leaf",2,"h","i","p"
"Diosma hirsuta","Diosma hirsuta","RUTACEAE","Diosma hirsuta","L.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.914444444,0,0,"leaf",2,"h","i","p"
"Diosma meyeriana","Diosma meyeriana","RUTACEAE","Diosma meyeriana","Spreng.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jul","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Diosma oppositifolia","Diosma oppositifolia","RUTACEAE","Diosma oppositifolia","L.","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Jan",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,0.508181818,0,0,"leaf",3,"h","i","p"
"Diosma prama","Diosma prama","RUTACEAE","Diosma prama","I.Williams","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.283333333,0,0,"leaf",2,"h","i","p"
"Diosma rourkei","Diosma rourkei","RUTACEAE","Diosma rourkei","I.Williams","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jun","Aug",NA,NA,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p"
"Diosma tenella","Diosma tenella","RUTACEAE","Diosma tenella","I.Williams","Rutaceae",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Jun","Dec",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","p"
