"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","perennial","annual","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal","scientific_name_authorship"
"Boophane disticha","Boophane disticha","Amaryllidaceae","Boophone disticha","Boophone disticha","Amaryllidaceae",1,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"leaf",1,0,0,0,0,0,30,0,0,"leaf",3,"l","m","w","Boophone disticha"
"Bromus pectinatus","Bromus pectinatus","Poaceae","Bromus pectinatus","Bromus pectinatus","Poaceae",0,1,1,0,0,0,1,1,0,0,0,"Jul","Nov",NA,NA,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",0,"l","w","p","Bromus pectinatus"
"Brunsvigia bosmaniae","Brunsvigia bosmaniae","Amaryllidaceae","Brunsvigia bosmaniae","Brunsvigia bosmaniae","Amaryllidaceae",1,0,1,0,0,1,1,1,0,0,0,"Mar","May",NA,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,35,0,0,"leaf",3,"l","m","w","Brunsvigia bosmaniae"
"Brunsvigia striata","Brunsvigia cf. minor","Amaryllidaceae","Brunsvigia nervosa","(Poir.) Masw.","Amaryllidaceae",1,0,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,20,0,0,"leaf",3,"l","m","w","(Poir.) Masw."
"Bulbine aloides","Bulbine aloides","Asphodelaceae","Bulbine alooides","Bulbine alooides","Asphodelaceae",1,0,1,0,0,1,1,1,0,0,0,"Mar","May",NA,NA,40,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,15,0,0,"leaf",2,"l","i","w","Bulbine alooides"
"Bulbinella nutans","Bulbine nutans","Asphodelaceae","Bulbinella nutans","Bulbinella nutans","Asphodelaceae",1,0,1,0,1,0,1,1,0,0,0,"Jul","Oct",NA,NA,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,45,0,0,"leaf",2,"l","i","w","Bulbinella nutans"
"Bulbine praemorsa","Bulbine praemorsa","Asphodelaceae","Bulbine praemorsa","Bulbine praemorsa","Asphodelaceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,4,0,0,"leaf",2,"l","i","w","Bulbine praemorsa"
"Bulbine succulenta","Bulbine succulenta","Asphodelaceae","Bulbine succulenta","Bulbine succulenta","Asphodelaceae",1,0,1,0,1,0,1,1,0,0,0,"Jul","Sep",NA,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",2,"l","i","w","Bulbine succulenta"
"Bulbine torta","Bulbine torta","Asphodelaceae","Bulbine torta","Bulbine torta","Asphodelaceae",1,0,1,0,0,1,1,1,1,1,0,NA,NA,NA,NA,25,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",1,0,0,0,0,0,10,0,0,"leaf",3,"l","i","w","Bulbine torta"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Brassicaceae","Capsella bursa-pastoris","Capsella bursa-pastoris","Brassicaceae",0,1,1,0,0,0,1,1,0,0,0,NA,NA,NA,NA,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,8,0,0,"leaf",0,"l","i","p","Capsella bursa-pastoris"
"Cephalophyllum curtophyllum","Cephalophyllum curtophyllum","Aizoaceae","Cephalophyllum curtophyllum","Cephalophyllum curtophyllum","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug",NA,NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","p","Cephalophyllum curtophyllum"
"Cephalophyllum framesii","Cephalophyllum framesii","Aizoaceae","Cephalophyllum framesii","Cephalophyllum framesii","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Jun","Aug",NA,NA,10,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,7,0,0,"leaf",3,"l","i","p","Cephalophyllum framesii"
"Cephalophyllum hallii","Cephalophyllum hallii","Aizoaceae","Cephalophyllum hallii","Cephalophyllum hallii","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,5,0,0,"leaf",3,"l","i","p","Cephalophyllum hallii"
"Chaenostoma caeruleum","Chaenostoma caeruleum","Scrophulariaceae","Chaenostoma caeruleum","Chaenostoma caeruleum","Scrophulariaceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Oct",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2.5,0,0,"leaf",2,"l","i","p","Chaenostoma caeruleum"
"Chaetobromus involucratus","Chaetobromus involucratus","Poaceae","Chaetobromus involucratus","Chaetobromus involucratus","Poaceae",1,0,1,0,1,0,0,0,0,1,0,NA,NA,NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,25,0,1,"mixed",2,"h","w","w","Chaetobromus involucratus"
"Cheiridopsis namaquensis","Cheiridopsis namaquensis","Aizoaceae","Cheiridopsis namaquensis","Cheiridopsis namaquensis","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Jul","Sep",NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,1,0,0,0,0,4,0,0,"leaf",3,"l","i","p","Cheiridopsis namaquensis"
"Chlorophytum undulatum","Chlorophytum undulatum","Agavaceae","Chlorophytum graminifolium","Chlorophytum graminifolium","Asparagaceae",1,0,1,0,0,1,1,1,0,0,0,"Jul","Oct",NA,NA,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,15,0,0,"leaf",2,"l","i","w","Chlorophytum graminifolium"
"Chrysocoma oblongifolia","Chrysocoma oblongifolia","Asteraceae","Chrysocoma oblongifolia","Chrysocoma oblongifolia","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,2,0,0,"leaf",3,"m","i","w","Chrysocoma oblongifolia"
"Cladoraphis spinosa","Cladoraphis spinosa","Poaceae","Cladoraphis spinosa","Cladoraphis spinosa","Poaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","May",NA,NA,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,5,0,1,"mixed",2,"l","w","w","Cladoraphis spinosa"
"Cleretum bellidiforme","Cleretum bellidiforme","Aizoaceae","Cleretum bellidiforme","Cleretum bellidiforme","Aizoaceae",0,1,1,0,0,0,1,1,0,0,0,"Aug","Sep",NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"leaf",0,0,1,0,0,0,3,0,0,"leaf",0,"l","i","p","Cleretum bellidiforme"
