"scientific_name_original","scientific_name_MG","family_MG","scientific_name_WFO","scientific_name_authorship_WFO","family_WFO","perennial","annual","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","plant_longevity","flammability","pollination","dispersal","scientific_name_authorship"
"Nemesia fruticans","Nemesia fruticans","Scrophulariaceae","Nemesia fruticans","Nemesia fruticans","Scrophulariaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",1,"l","i","p","Nemesia fruticans"
"Nemesia ligulata","Nemesia ligulata","Scrophulariaceae","Nemesia ligulata","Nemesia ligulata","Scrophulariaceae",0,1,1,0,0,1,0,1,0,0,0,"Aug","Oct",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",0,"l","i","p","Nemesia ligulata"
"Nenax acerosa","Nenax acerosa","Rubiaceae","Nenax acerosa","Nenax acerosa","Rubiaceae",1,0,0,1,1,0,0,0,0,0,0,"Jul","Nov",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"m","w","p","Nenax acerosa"
"Nevillea obtusissima","Nevillea obtusissima","Restionaceae","Nevillea obtusissima","Nevillea obtusissima","Restionaceae",1,0,0,1,1,0,0,0,0,1,0,"Feb","Mar",NA,NA,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,52.86,1,1,"culm_stem",3,"h","i","w","Nevillea obtusissima"
"Nivenia fruticosa","Nivenia fruticosa","Iridaceae","Nivenia fruticosa","Nivenia fruticosa","Iridaceae",1,0,1,0,1,0,0,0,0,1,0,"Nov","Jan",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"h","i","w","Nivenia fruticosa"
"Nivenia levynsiae","Nivenia levynsiae","Iridaceae","Nivenia levynsiae","Nivenia levynsiae","Iridaceae",1,0,1,0,1,0,0,0,0,1,0,"Dec","Feb",NA,NA,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,12.6,0,0,"leaf",3,"h","i","w","Nivenia levynsiae"
"Nivenia stokoei","Nivenia stokoei","Iridaceae","Nivenia stokoei","Nivenia stokoei","Iridaceae",1,0,1,0,1,0,0,0,0,1,0,"Feb","Mar",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"h","i","w","Nivenia stokoei"
"Notobubon ferulaceum","Peucedanum ferulaceum","Apiaceae","Notobubon ferulaceum","Notobubon ferulaceum","Apiaceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Mar",NA,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,1,NA,0,0,"leaf",2,"h","i","w","Notobubon ferulaceum"
"Notobubon striatum","Peucedanum striatum","Apiaceae","Notobubon striatum","Notobubon striatum","Apiaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Sep",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"h","i","w","Notobubon striatum"
"Notobubon tenuifolium","Peucedanum tenuifolium","Apiaceae","Notobubon tenuifolium","Notobubon tenuifolium","Apiaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Jan",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,5.433333333,0,0,"leaf",2,"h","i","w","Notobubon tenuifolium"
"Nymania capensis","Nymania capensis","Meliaceae","Nymania capensis","Nymania capensis","Meliaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.483333333,0,0,"leaf",3,"h","i","w","Nymania capensis"
"Ochna serrulata","Ochna serrulata","Ochnaceae","Ochna serrulata","Ochna serrulata","Ochnaceae",1,0,1,0,1,1,0,0,0,0,0,"Apr","Oct",NA,NA,200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",3,"h","i","m","Ochna serrulata"
"Ocotea bullata","Ocotea bullata","Lauraceae","Ocotea bullata","Ocotea bullata","Lauraceae",1,0,1,0,1,0,0,0,0,0,0,"Dec","Feb",NA,NA,3000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,12.24,0,0,"leaf",3,"h","i","m","Ocotea bullata"
"Oedera capensis","Oedera capensis","Asteraceae","Oedera capensis","Oedera capensis","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Jun","Sep",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","w","Oedera capensis"
"Oedera imbricata","Oedera imbricata","Asteraceae","Oedera imbricata","Oedera imbricata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,1.166666667,0,0,"leaf",2,"m","i","w","Oedera imbricata"
"Oedera sedifolia","Oedera sedifolia","Asteraceae","Oedera sedifolia","Oedera sedifolia","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.762,0,0,"leaf",2,"m","i","w","Oedera sedifolia"
"Oedera squarrosa","Oedera squarrosa","Asteraceae","Oedera squarrosa","Oedera squarrosa","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,0.79,0,0,"leaf",2,"h","i","w","Oedera squarrosa"
"Oftia africana","Oftia africana","Scrophulariaceae","Oftia africana","Oftia africana","Scrophulariaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","p","Oftia africana"
"Oldenburgia paradoxa","Oldenburgia paradoxa","Asteraceae","Oldenburgia paradoxa","Oldenburgia paradoxa","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Jan","Jun",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,4.14,0,0,"leaf",3,"l","i","w","Oldenburgia paradoxa"
"Olea capensis","Olea capensis","Oleaceae","Olea capensis","Olea capensis","Oleaceae",1,0,1,0,1,0,0,0,0,1,0,"Feb","Dec",NA,NA,1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,5.85,0,0,"leaf",3,"h","i","m","Olea capensis"
"Olea europaea","Olea europaea","Oleaceae","Olea europaea","Olea europaea","Oleaceae",1,0,1,0,1,0,0,0,0,1,0,"Oct","Mar",NA,NA,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,5.2,0,0,"leaf",3,"h","i","m","Olea europaea"
"Olea exasperata","Olea exasperata","Oleaceae","Olea exasperata","Olea exasperata","Oleaceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Oct",NA,NA,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.74,0,0,"leaf",3,"h","i","m","Olea exasperata"
"Olinia ventosa","Olinia ventosa","Oliniaceae","Olinia ventosa","Olinia ventosa","Penaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,6.02,0,0,"leaf",3,"m","i","m","Olinia ventosa"
"Ornithogalum conicum","Ornithogalum conicum","Hyacinthaceae","Eliokarmos thyrsoides","Eliokarmos thyrsoides","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Nov","Dec",NA,NA,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,1,0,0,0,NA,0,0,"leaf",2,"l","i","p","Eliokarmos thyrsoides"
"Ornithogalum dubium","Ornithogalum dubium","Hyacinthaceae","Eliokarmos dubius","Eliokarmos dubius","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Aug","Dec",NA,NA,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Eliokarmos dubius"
"Ornithogalum juncifolium","Ornithogalum juncifolium","Hyacinthaceae","Nicipe juncifolia","Nicipe juncifolia","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Nov","Mar",NA,NA,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Nicipe juncifolia"
"Ornithogalum thyrsoides","Ornithogalum thyrsoides","Hyacinthaceae","Eliokarmos thyrsoides","Eliokarmos thyrsoides","Asparagaceae",1,0,1,0,0,1,1,1,0,1,0,"Oct","Dec",NA,NA,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Eliokarmos thyrsoides"
"Oscularia cedarbergensis","Oscularia cedarbergensis","Aizoaceae","Oscularia lunata","Oscularia lunata","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Oct",NA,NA,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"l","i","p","Oscularia lunata"
"Oscularia deltoides","Oscularia deltoides","Aizoaceae","Oscularia deltoides","Oscularia deltoides","Aizoaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Dec",NA,NA,20,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.1,0,0,"leaf",2,"l","i","p","Oscularia deltoides"
"Oscularia steenbergensis","Oscularia steenbergensis","Aizoaceae","Oscularia steenbergensis","Oscularia steenbergensis","Aizoaceae",1,0,1,0,1,0,0,1,0,0,0,"Jun","Jul",NA,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,0,1,0,0,0,1.86,0,0,"leaf",2,"l","i","p","Oscularia steenbergensis"
"Osmitopsis asteriscoides","Osmitopsis asteriscoides","Asteraceae","Osmitopsis asteriscoides","Osmitopsis asteriscoides","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,3.535714286,0,0,"leaf",2,"h","i","i","Osmitopsis asteriscoides"
"Osmitopsis osmitoides","Osmitopsis osmitoides","Asteraceae","Osmitopsis osmitoides","Osmitopsis osmitoides","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Jan",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Osmitopsis osmitoides"
"Osmitopsis parvifolia","Osmitopsis parvifolia","Asteraceae","Osmitopsis parvifolia","Osmitopsis parvifolia","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Feb",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",1,"h","i","i","Osmitopsis parvifolia"
"Osteospermum bidens","Osteospermum bidens","Asteraceae","Osteospermum bidens","Osteospermum bidens","Asteraceae",1,0,1,0,1,0,0,1,0,1,0,"Sep","Dec",NA,NA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Osteospermum bidens"
"Osteospermum connatum","Tripteris amplexicaulis","Asteraceae","Osteospermum connatum","Osteospermum connatum","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Sep","Nov",NA,NA,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","i","Osteospermum connatum"
"Osteospermum corymbosum","Osteospermum corymbosum","Asteraceae","Osteospermum corymbosum","Osteospermum corymbosum","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Feb",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Osteospermum corymbosum"
"Osteospermum glabrum","Osteospermum glabrum","Asteraceae","Osteospermum glabrum","Osteospermum glabrum","Asteraceae",1,0,1,0,1,0,0,1,0,1,0,"Aug","Sep",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,NA,0,0,"leaf",2,"h","i","i","Osteospermum glabrum"
"Osteospermum ilicifolium","Gibbaria ilicifolia","Asteraceae","Nephrotheca ilicifolia","Nephrotheca ilicifolia","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Mar",NA,NA,100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,3.594,0,0,"leaf",1,"h","i","i","Nephrotheca ilicifolia"
"Osteospermum junceum","Osteospermum junceum","Asteraceae","Osteospermum junceum","Osteospermum junceum","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Jul","Jan",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,7.95,0,0,"leaf",2,"h","i","i","Osteospermum junceum"
"Osteospermum moniliferum","Chrysanthemoides monilifera","Asteraceae","Chrysanthemoides monilifera","Chrysanthemoides monilifera","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Mar","Jul",NA,NA,250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"leaf",0,0,1,0,0,0,4.084210526,0,0,"leaf",2,"h","i","i","Chrysanthemoides monilifera"
"Osteospermum monstrosum","Tripteris clandestina","Asteraceae","Osteospermum monstrosum","Osteospermum monstrosum","Asteraceae",0,1,1,0,0,1,1,1,0,0,0,"Jul","Sep",NA,NA,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,1,0,NA,0,0,"leaf",0,"h","i","i","Osteospermum monstrosum"
"Osteospermum polygaloides","Osteospermum polygaloides","Asteraceae","Osteospermum polygaloides","Osteospermum polygaloides","Asteraceae",1,0,1,0,1,0,0,1,0,1,0,"Aug","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.164705882,0,0,"leaf",1,"h","i","i","Osteospermum polygaloides"
"Osteospermum rigidum","Osteospermum rigidum","Asteraceae","Osteospermum rigidum","Osteospermum rigidum","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Aug","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,1,1,7.5,0,0,"leaf",2,"h","i","i","Osteospermum rigidum"
"Osteospermum rotundifolium","Osteospermum rotundifolium","Asteraceae","Osteospermum rotundifolium","Osteospermum rotundifolium","Asteraceae",1,0,1,0,1,0,0,1,0,0,0,"Oct","Dec",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,NA,0,0,"leaf",2,"h","i","i","Osteospermum rotundifolium"
"Osteospermum scabrum","Gibbaria scabra","Asteraceae","Gibbaria scabra","Gibbaria scabra","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Sep",NA,NA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,1.79,0,0,"leaf",2,"h","i","i","Gibbaria scabra"
"Osteospermum triquetrum","Osteospermum triquetrum","Asteraceae","Osteospermum triquetrum","Osteospermum triquetrum","Asteraceae",1,0,1,0,1,0,0,1,0,1,0,"Oct","Dec",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,4.76,0,0,"leaf",2,"h","i","i","Osteospermum triquetrum"
"Otholobium bracteolatum","Otholobium bracteolatum","Fabaceae","Psoralea bracteolata","Psoralea bracteolata","Fabaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Apr",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"h","i","p","Psoralea bracteolata"
"Otholobium carneum","Otholobium carneum","Fabaceae","Psoralea reticulata","Psoralea reticulata","Fabaceae",1,0,1,0,1,0,0,1,0,0,0,"Oct","Nov",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"h","i","p","Psoralea reticulata"
"Otholobium fruticans","Otholobium fruticans","Fabaceae","Psoralea fruticans","Psoralea fruticans","Fabaceae",1,0,1,0,1,0,0,0,0,0,0,"Sep","Dec",NA,NA,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,1.7,0,0,"leaf",2,"h","i","p","Psoralea fruticans"
"Otholobium pictum","Otholobium pictum","Fabaceae","Psoralea picta","Psoralea picta","Fabaceae",1,0,1,0,1,0,0,1,0,1,0,"Aug","Sep",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"h","i","p","Psoralea picta"
"Othonna arborescens","Othonna arborescens","Asteraceae","Othonna arborescens","Othonna arborescens","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"May","Sep",NA,NA,60,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,1,0,NA,0,0,"leaf",3,"l","i","w","Othonna arborescens"
"Othonna auriculifolia","Othonna auriculifolia","Asteraceae","Othonna auriculifolia","Othonna auriculifolia","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Apr","Sep",NA,NA,15,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,1,1,3.6,0,0,"leaf",3,"l","i","w","Othonna auriculifolia"
"Othonna carnosa","Othonna carnosa","Asteraceae","Othonna carnosa","Othonna carnosa","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Apr","Oct",NA,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",1,0,0,0,0,0,5.516666667,0,0,"leaf",2,"l","i","w","Othonna carnosa"
"Othonna digitata","Othonna digitata","Asteraceae","Othonna digitata","Othonna digitata","Asteraceae",1,0,1,0,1,0,0,0,0,1,0,"Jun","Oct",NA,NA,30,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,1,1,7.1,0,0,"leaf",2,"l","i","w","Othonna digitata"
"Othonna perfoliata","Othonna amplexifolia","Asteraceae","Othonna perfoliata","Othonna perfoliata","Asteraceae",1,0,1,0,0,1,0,0,0,1,0,"May","Sep",NA,NA,70,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,1,0,0,0,NA,0,0,"leaf",2,"l","i","w","Othonna perfoliata"
"Othonna quinquedentata","Othonna quinquedentata","Asteraceae","Othonna quinquedentata","Othonna quinquedentata","Asteraceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Mar",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,6.6,0,0,"leaf",2,"m","i","w","Othonna quinquedentata"
"Othonna retrofracta","Othonna retrofracta","Asteraceae","Othonna retrofracta","Othonna retrofracta","Asteraceae",1,0,1,0,0,1,0,0,0,1,0,"May","Jul",NA,NA,30,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"leaf",0,1,0,0,0,1,NA,0,0,"leaf",2,"l","i","w","Othonna retrofracta"
"Oxalis algoensis","Oxalis algoensis","Oxalidaceae","Oxalis algoensis","Oxalis algoensis","Oxalidaceae",1,0,1,0,0,1,1,1,0,1,0,"Jun","Sep",NA,NA,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,1,0,0,NA,0,0,"leaf",2,"l","i","p","Oxalis algoensis"
"Oxalis obtusa","Oxalis obtusa","Oxalidaceae","Oxalis obtusa","Oxalis obtusa","Oxalidaceae",1,0,1,0,0,1,1,1,0,1,0,"Jun","Oct",NA,NA,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"l","i","p","Oxalis obtusa"
"Oxalis purpurea","Oxalis purpurea","Oxalidaceae","Oxalis purpurea","Oxalis purpurea","Oxalidaceae",1,0,1,0,0,1,1,1,0,1,0,"May","Sep",NA,NA,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,0,0,NA,0,0,"leaf",2,"l","i","p","Oxalis purpurea"
"Oxalis stellata","Oxalis stellata","Oxalidaceae","Oxalis stellata","Oxalis stellata","Oxalidaceae",1,0,1,0,0,1,1,1,0,1,0,"Apr","Jun",NA,NA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,1,1,0,NA,0,0,"leaf",2,"l","i","p","Oxalis stellata"
"Oxalis versicolor","Oxalis versicolor","Oxalidaceae","Oxalis versicolor","Oxalis versicolor","Oxalidaceae",1,0,1,0,0,1,1,1,0,1,0,"May","Nov",NA,NA,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,1,0,0,NA,0,0,"leaf",2,"l","i","p","Oxalis versicolor"
"Pachycarpus dealbatus","Pachycarpus dealbatus","Apocynaceae","Pachycarpus dealbatus","Pachycarpus dealbatus","Apocynaceae",1,0,1,0,1,0,0,0,0,1,0,"Dec","Feb",NA,NA,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"m","i","w","Pachycarpus dealbatus"
"Pachypodium bispinosum","Pachypodium bispinosum","Apocynaceae","Pachypodium bispinosum","Pachypodium bispinosum","Apocynaceae",1,0,1,0,1,0,0,0,0,1,0,"Aug","Dec",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"leaf",0,1,0,0,0,0,NA,0,0,"leaf",3,"l","i","w","Pachypodium bispinosum"
"Pachypodium succulentum","Pachypodium succulentum","Apocynaceae","Pachypodium succulentum","Pachypodium succulentum","Apocynaceae",1,0,1,0,1,0,0,0,0,1,0,"Sep","Dec",NA,NA,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"leaf",0,1,0,0,0,0,2.5,0,0,"leaf",3,"l","i","w","Pachypodium succulentum"
"Panicum maximum","Panicum maximum","Poaceae","Megathyrsus maximus","Megathyrsus maximus","Poaceae",1,0,1,0,1,0,0,0,0,0,0,"Jan","May",NA,NA,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,0,15.56666667,0,0,"leaf",2,"m","w","w","Megathyrsus maximus"
"Pappea capensis","Pappea capensis","Sapindaceae","Pappea capensis","Pappea capensis","Sapindaceae",1,0,1,0,1,0,0,0,0,1,0,"Nov","Mar",NA,NA,700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,0,3.2,0,0,"leaf",3,"l","i","m","Pappea capensis"
"Paranomus bracteolaris","Paranomus bracteolaris","Proteaceae","Paranomus bracteolaris","Paranomus bracteolaris","Proteaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,NA,0,0,"leaf",2,"h","i","i","Paranomus bracteolaris"
"Paranomus esterhuyseniae","Paranomus esterhuyseniae","Proteaceae","Paranomus esterhuyseniae","Paranomus esterhuyseniae","Proteaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Nov",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,4.466666667,0,0,"leaf",2,"h","i","i","Paranomus esterhuyseniae"
"Paranomus spathulatus","Paranomus spathulatus","Proteaceae","Paranomus spathulatus","Paranomus spathulatus","Proteaceae",1,0,1,0,1,0,0,0,0,0,0,"May","Dec",NA,NA,250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,0,1,0,0,1,3.2,0,0,"leaf",2,"h","i","i","Paranomus spathulatus"
"Paranomus tomentosus","Paranomus tomentosus","Proteaceae","Paranomus tomentosus","Paranomus tomentosus","Proteaceae",1,0,1,0,1,0,0,0,0,0,0,"Aug","Oct",NA,NA,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,0,0,0,1,4.32,0,0,"leaf",2,"h","i","i","Paranomus tomentosus"
"Passerina corymbosa","Passerina vulgaris","Thymelaeaceae","Passerina corymbosa","Passerina corymbosa","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,0,0,0,0,0,0.460909091,0,0,"leaf",2,"h","w","p","Passerina corymbosa"
"Passerina obtusifolia","Passerina obtusifolia","Thymelaeaceae","Passerina obtusifolia","Passerina obtusifolia","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,150,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,0.702173913,0,0,"leaf",2,"h","w","p","Passerina obtusifolia"
"Passerina paleacea","Passerina paleacea","Thymelaeaceae","Passerina paleacea","Passerina paleacea","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,1,0,0,0,0.38,0,0,"leaf",2,"h","w","p","Passerina paleacea"
"Passerina rigida","Passerina rigida","Thymelaeaceae","Passerina rigida","Passerina rigida","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Nov","Nov",NA,NA,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"leaf",1,1,0,0,0,0,NA,0,0,"leaf",2,"h","w","p","Passerina rigida"
"Passerina truncata","Passerina glomerata","Thymelaeaceae","Passerina truncata","Passerina truncata","Thymelaeaceae",1,0,1,0,1,0,0,0,0,0,0,"Oct","Nov",NA,NA,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"leaf",0,1,1,0,0,0,0.272,0,0,"leaf",2,"h","w","p","Passerina truncata"
