"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","ai","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","clt_max","clt_mean","clt_min","clt_range","cmi_max","cmi_mean","cmi_min","cmi_range","fcf","fgd","gdd0","gdd10","gdd5","gddlgd0","gddlgd10","gddlgd5","gdgfgd0","gdgfgd10","gdgfgd5","gsl","gsp","gst","hurs_max","hurs_mean","hurs_min","hurs_range","kg0","kg1","kg2","kg3","kg4","kg5","lgd","ngd0","ngd10","ngd5","npp","pet_penman_max","pet_penman_mean","pet_penman_min","pet_penman_range","rsds_19812010_max_V21","rsds_19812010_mean_V21","rsds_19812010_min_V21","rsds_19812010_range_V21","scd","sfcWind_max","sfcWind_mean","sfcWind_min","sfcWind_range","swb","swe","vpd_max","vpd_mean","vpd_min","vpd_range","geometry","MAT","MAP"
"31",31,"726_37_BK","Leucospermum wittebergense","PROTEACEAE",-33.53756,24.08003,"Baviaanksloof",726,"ASH",37,43,44,42,1451.415806,"2","B","0.456715532","46.83707284","102.5519597","1.540302771","-28.22678941",0.397051721811295,2880,2923,2832,5062,578,238,259,1576,837,1449,894,127,5.5,3546,3000,2769,231,2896,2839,3770,3000,2302,1468,-392,-721,-1256,864,NA,8,54082,17769,35832,NA,164,NA,NA,213,NA,147,5062,2873,5972,5647,5144,828,10,10,10,4,8,9,11,365,317,365,8302,17172,11197,6219,10953,26449,17219,8384,18065,0,5098,4802,4235,863,-865,NA,9292,7423,5804,3488,c(24.08003, -33.53756),14.85,506.2
"32",32,"726_38_BK","Aspalathus subtingens","FABACEAE",-33.55082,24.07446,"Baviaanksloof",726,"ASH",38,100,180,180,25446.90049,"4","S","1.137773712","47.15982822","41.44921588","-0.660377987","-24.82064187",0.339272052049637,2899,2943,2851,4554,517,217,253,1414,760,1294,814,126,5.48999977111816,3573,3018,2788,230,2916,2858,3385,2747,2235,1150,-241,-666,-1285,1044,NA,8,61079,24579,42829,NA,NA,NA,NA,NA,NA,125,4554,2890,5818,5600,5288,530,7,7,7,4,9,27,10,365,365,365,7585,16965,10242,4502,12463,26339,16738,7647,18692,0,3419,3231,2851,568,-799,NA,11093,8523,6383,4710,c(24.07446, -33.55082),16.7500000000001,455.4
"33",33,"726_39_BK","Eragrostis capensis","POACEAE",-33.55082,24.07446,"Baviaanksloof",726,"ASH",39,30,35,25,687.223393,"0","N","0.864135726","43.39710772","50.22024484","1.109925736","-13.13796525",0.339272052049637,2899,2943,2851,4554,517,217,253,1414,760,1294,814,126,5.48999977111816,3573,3018,2788,230,2916,2858,3385,2747,2235,1150,-241,-666,-1285,1044,NA,8,61079,24579,42829,NA,NA,NA,NA,NA,NA,125,4554,2890,5818,5600,5288,530,7,7,7,4,9,27,10,365,365,365,7585,16965,10242,4502,12463,26339,16738,7647,18692,0,3419,3231,2851,568,-799,NA,11093,8523,6383,4710,c(24.07446, -33.55082),16.7500000000001,455.4
"34",34,"726_4_BK","Passerina obtusifolia","THYMELAEACEAE",-33.55142,24.04194,"Baviaanksloof",726,"ASH",4,250,180,160,22619.46711,"4","B","0.618993378","49.9279937","80.65998031","2.755312768","-27.03356543",0.33111435174942,2906,2950,2857,4531,513,214,255,1406,751,1299,803,126,5.46000003814697,3593,3026,2795,231,2923,2864,3326,2701,2220,1106,-216,-655,-1272,1056,NA,8,63541,27041,45291,NA,NA,NA,NA,NA,NA,121,4531,2896,5788,5587,5307,481,7,7,7,4,9,27,10,365,365,365,7552,16852,10124,4235,12617,26517,17179,8205,18312,0,2859,2691,2375,484,-787,NA,11702,8935,6634,5068,c(24.04194, -33.55142),17.45,453.1
"35",35,"726_40_BK","Polygala illepida","POLYGALACEAE",-33.55082,24.07446,"Baviaanksloof",726,"ASH",40,60,44,35,1209.513172,"4","N","0.682939375","48.75773376","71.39394147","2.531829001","-26.14547144",0.339272052049637,2899,2943,2851,4554,517,217,253,1414,760,1294,814,126,5.48999977111816,3573,3018,2788,230,2916,2858,3385,2747,2235,1150,-241,-666,-1285,1044,NA,8,61079,24579,42829,NA,NA,NA,NA,NA,NA,125,4554,2890,5818,5600,5288,530,7,7,7,4,9,27,10,365,365,365,7585,16965,10242,4502,12463,26339,16738,7647,18692,0,3419,3231,2851,568,-799,NA,11093,8523,6383,4710,c(24.07446, -33.55082),16.7500000000001,455.4
"36",36,"726_41_BK","Pentaschistis eriostoma","POACEAE",-33.55082,24.07446,"Baviaanksloof",726,"ASH",41,65,75,60,3534.291735,"1","S","0.750428507","43.58103262","58.07486283","1.78916024","-24.14994081",0.339272052049637,2899,2943,2851,4554,517,217,253,1414,760,1294,814,126,5.48999977111816,3573,3018,2788,230,2916,2858,3385,2747,2235,1150,-241,-666,-1285,1044,NA,8,61079,24579,42829,NA,NA,NA,NA,NA,NA,125,4554,2890,5818,5600,5288,530,7,7,7,4,9,27,10,365,365,365,7585,16965,10242,4502,12463,26339,16738,7647,18692,0,3419,3231,2851,568,-799,NA,11093,8523,6383,4710,c(24.07446, -33.55082),16.7500000000001,455.4
"37",37,"726_5_BK","Othonna carnosa","ASTERACEAE",-33.55142,24.04194,"Baviaanksloof",726,"ASH",5,100,120,115,10838.49465,"2","N","0.822826832","40.25425269","48.92190086","4.992102256","-29.92206433",0.33111435174942,2906,2950,2857,4531,513,214,255,1406,751,1299,803,126,5.46000003814697,3593,3026,2795,231,2923,2864,3326,2701,2220,1106,-216,-655,-1272,1056,NA,8,63541,27041,45291,NA,NA,NA,NA,NA,NA,121,4531,2896,5788,5587,5307,481,7,7,7,4,9,27,10,365,365,365,7552,16852,10124,4235,12617,26517,17179,8205,18312,0,2859,2691,2375,484,-787,NA,11702,8935,6634,5068,c(24.04194, -33.55142),17.45,453.1
"38",38,"726_6_BK","Commelina africana","COMMELINACEAE",-33.55142,24.04194,"Baviaanksloof",726,"ASH",6,22,54,30,1272.345025,"0","N","1.994334535","40.40863536","20.2617137","7.513857945","-28.5319194",0.33111435174942,2906,2950,2857,4531,513,214,255,1406,751,1299,803,126,5.46000003814697,3593,3026,2795,231,2923,2864,3326,2701,2220,1106,-216,-655,-1272,1056,NA,8,63541,27041,45291,NA,NA,NA,NA,NA,NA,121,4531,2896,5788,5587,5307,481,7,7,7,4,9,27,10,365,365,365,7552,16852,10124,4235,12617,26517,17179,8205,18312,0,2859,2691,2375,484,-787,NA,11702,8935,6634,5068,c(24.04194, -33.55142),17.45,453.1
"39",39,"726_7_BK","Crassula ericoides","CRASSULACEAE",-33.55142,24.04194,"Baviaanksloof",726,"ASH",7,22,20,14,219.9114858,"4","N","0.473029397","47.76671589","100.9804384","2.751409121","-26.78302739",0.33111435174942,2906,2950,2857,4531,513,214,255,1406,751,1299,803,126,5.46000003814697,3593,3026,2795,231,2923,2864,3326,2701,2220,1106,-216,-655,-1272,1056,NA,8,63541,27041,45291,NA,NA,NA,NA,NA,NA,121,4531,2896,5788,5587,5307,481,7,7,7,4,9,27,10,365,365,365,7552,16852,10124,4235,12617,26517,17179,8205,18312,0,2859,2691,2375,484,-787,NA,11702,8935,6634,5068,c(24.04194, -33.55142),17.45,453.1
"40",40,"726_8_BK","Ehrharta calycina","POACEAE",-33.55142,24.04194,"Baviaanksloof",726,"ASH",8,75,85,70,4673.119072,"1","N","1.222246527","42.3138026","34.61969552","7.390893078","-27.22756181",0.33111435174942,2906,2950,2857,4531,513,214,255,1406,751,1299,803,126,5.46000003814697,3593,3026,2795,231,2923,2864,3326,2701,2220,1106,-216,-655,-1272,1056,NA,8,63541,27041,45291,NA,NA,NA,NA,NA,NA,121,4531,2896,5788,5587,5307,481,7,7,7,4,9,27,10,365,365,365,7552,16852,10124,4235,12617,26517,17179,8205,18312,0,2859,2691,2375,484,-787,NA,11702,8935,6634,5068,c(24.04194, -33.55142),17.45,453.1
"41",41,"726_9_BK","Crassula pubescens","CRASSULACEAE",-33.55142,24.04194,"Baviaanksloof",726,"ASH",9,20,17,19,253.6836068,"1","B","0.547574494","45.86365252","83.75783216","4.461206322","-18.7336398",0.33111435174942,2906,2950,2857,4531,513,214,255,1406,751,1299,803,126,5.46000003814697,3593,3026,2795,231,2923,2864,3326,2701,2220,1106,-216,-655,-1272,1056,NA,8,63541,27041,45291,NA,NA,NA,NA,NA,NA,121,4531,2896,5788,5587,5307,481,7,7,7,4,9,27,10,365,365,365,7552,16852,10124,4235,12617,26517,17179,8205,18312,0,2859,2691,2375,484,-787,NA,11702,8935,6634,5068,c(24.04194, -33.55142),17.45,453.1
"42",42,"729_10_HTR","Asparagus capensis","ASPARAGACEAE",-31.42739,19.7757,"HTR",729,"BHR",10,20,45,30,1060.287521,"2","L","2.781534453","49.85055057","17.92196049","-0.102387845","-27.98969826",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"43",43,"729_11_HTR","Ehrharta calycina","POACEAE",-31.42739,19.7757,"HTR",729,"BHR",11,40,45,20,706.8583471,"0","N","1.954845884","40.34748801","20.63972835","1.791556554","-25.98721622",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"44",44,"729_12_HTR","Felicia hirsuta","ASTERACEAE",-31.42739,19.7757,"HTR",729,"BHR",12,25,20,10,157.0796327,"2","L","2.8201051","44.27246609","15.69887097","0.360815723","-29.87526893",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"45",45,"729_13_HTR","Selago albida","SCROPHULARIACEAE",-31.42739,19.7757,"HTR",729,"BHR",13,70,90,60,4241.150082,"4","N","1.260681212","44.91771098","35.62971396","1.621160315","-27.10636786",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"46",46,"729_14_HTR","Galenia africana","AIZOACEAE",-31.42854,19.77599,"HTR",729,"BHR",14,60,150,110,12959.0697,"3","N?","2.317535527","42.06563831","18.15102199","5.080008099","-25.37867751",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"47",47,"729_15_HTR","Pteronia incana","ASTERACEAE",-31.42854,19.77599,"HTR",729,"BHR",15,80,130,110,11231.19374,"4","N","1.788489045","46.08331972","25.76662119","1.530086463","-26.65970645",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"48",48,"729_16_HTR","Thesium lineatum","SANTALACEAE",-31.42854,19.77599,"HTR",729,"BHR",16,110,120,100,9424.777961,"4","N","1.065684889","45.6773693","42.8619846","1.658838703","-26.31278061",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"49",49,"729_17_HTR","Felicia filifolia","ASTERACEAE",-31.42854,19.77599,"HTR",729,"BHR",17,75,100,80,6283.185307,"4","N","1.383480821","45.41046888","32.82334543","-0.331069547","-28.26792931",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"50",50,"729_18_HTR","Pentzia incana","ASTERACEAE",-31.42854,19.77599,"HTR",729,"BHR",18,50,120,10,942.4777961,"4","B","3.147575022","44.61424529","14.17416423","2.319853075","-28.00465772",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"51",51,"729_19_HTR","Rhus undulata","ANACARDIACEAE",-31.42854,19.77599,"HTR",729,"BHR",19,220,310,290,70607.29489,"4","N","1.8178954","47.96026001","26.38229901","0.732045556","-25.07091424",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"52",52,"729_1_HTR","Stachys rugosa","LAMIACEAE",-31.42739,19.7757,"HTR",729,"BHR",1,44,80,70,4398.229715,"3","B","2.394518277","46.07401862","19.24145623","2.432011381","-28.12659449",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"53",53,"729_20_HTR","Hermannia cuneifolia","MALVACEAE",-31.42854,19.77599,"HTR",729,"BHR",20,30,80,50,3141.592654,"3","B","2.487213177","43.1223864","17.33763185","0.984094062","-28.32507353",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"54",54,"729_21_HTR","Microloma sagittatum","APOCYNACEAE",-31.42854,19.77599,"HTR",729,"BHR",21,30,18,2,28.27433388,"0","B","2.384552911","43.54457705","18.2611075","4.644224616","-26.75463449",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"55",55,"729_22_HTR","NA","NA",-31.42854,19.77599,"HTR",729,"BHR",22,50,110,70,6047.565858,"4","N","1.076405579","42.23764753","39.23952863","4.036136681","-29.24346279",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.77599, -31.42854),16.35,251.4
"56",56,"729_2_HTR","Pteronia glauca","ASTERACEAE",-31.42739,19.7757,"HTR",729,"BHR",2,42,86,72,4863.185428,"4","L","1.330707186","45.2183777","33.98071204","1.478184161","-28.68517107",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"57",57,"729_3_HTR","Massonia depressa","HYACINTHACEAE",-31.42739,19.7757,"HTR",729,"BHR",3,1,9,5,35.34291735,"0","N","1.768525691","37.60349063","21.26262051","-0.72129832","-27.09337771",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"58",58,"729_4_HTR","Tylecodon wallichii","CRASSULACEAE",-31.42739,19.7757,"HTR",729,"BHR",4,41,55,38,1641.482162,"3","N","1.114713094","35.96390605","32.26292599","1.424323281","-16.99795809",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"59",59,"729_5_HTR","Melolobium candicans","FABACEAE",-31.42739,19.7757,"HTR",729,"BHR",5,35,40,32,1005.309649,"4","B","3.105773782","43.88828721","14.13119251","-0.900508157","-26.91251481",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"60",60,"729_6_HTR","Diospyros austro-africana","EBENACEAE",-31.42739,19.7757,"HTR",729,"BHR",6,125,190,170,25368.36068,"4","L","0.986391026","49.61364386","50.29815008","1.143267416","-28.18455056",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"61",61,"729_7_HTR","Euryops lateriflorus","ASTERACEAE",-31.42739,19.7757,"HTR",729,"BHR",7,125,120,110,10367.25576,"3","N","0.819737752","46.59276442","56.83862224","1.097240846","-30.21900836",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"62",62,"729_8_HTR","Euphorbia mauritanica","EUPHORBIACEAE",-31.42739,19.7757,"HTR",729,"BHR",8,90,114,90,8058.185156,"4","N","2.031897482","44.39612347","21.84958831","0.704546066","-19.28736461",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"63",63,"729_9_HTR","Antimima gracillima","AIZOACEAE",-31.42739,19.7757,"HTR",729,"BHR",9,25,25,20,392.6990817,"2","N","1.113370442","36.75325886","33.01080887","0.873963016","-25.34170554",0.174920812249184,2895,2956,2828,2514,330,72,362,912,354,356,885,136,5.07999992370605,4977,3034,2766,268,2836,2944,2359,1733,789,1570,-192,-1015,-1944,1753,NA,16,59676,23635,41426,NA,159,NA,NA,220,NA,90,2514,2858,5329,4889,4570,759,7,7,7,4,10,26,16,365,305,365,4459,20161,12178,4966,15196,31379,20978,10208,21171,0,3839,3496,3163,676,-1218,NA,15202,10104,5524,9678,c(19.7757, -31.42739),16.35,251.4
"64",64,"815_10_HTR","Oxalis obtusa","OXALIDACEAE",-31.28217,19.03465,"HTR",815,"BHR",10,5,4,2,6.283185307,"1","B","2.602212829","37.7461522","14.50540547","0.594030754","-31.4262011",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.03465, -31.28217),16.55,518.2
"65",65,"815_11_HTR","Pelargonium scabrum","GERANIACEAE",-31.28217,19.03465,"HTR",815,"BHR",11,30,30,20,471.238898,"3","B","1.985534123","41.52115468","20.91183133","2.499506812","-27.63755156",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.03465, -31.28217),16.55,518.2
"66",66,"815_12_HTR","Ischyrolepis monanthos","RESTIONACEAE",-31.28217,19.03465,"HTR",815,"BHR",12,65,30,20,471.238898,"0","N","0.419226072","46.77055674","111.5640459","1.599481748","-27.32907902",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.03465, -31.28217),16.55,518.2
"67",67,"815_13_HTR","Calopsis marlothii","RESTIONACEAE",-31.28217,19.03465,"HTR",815,"BHR",13,70,20,20,314.1592654,"2","S","0.461330207","47.34912025","102.6360718","1.095393827","-26.36865319",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.03465, -31.28217),16.55,518.2
"68",68,"815_14_HTR","NA","NA",-31.28217,19.03465,"HTR",815,"BHR",14,55,15,15,176.7145868,"0","N","2.082196205","44.62160137","21.43006565","4.84816224","-24.89568586",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.03465, -31.28217),16.55,518.2
"69",69,"815_15_HTR","Festuca scabra","POACEAE",-31.28217,19.03465,"HTR",815,"BHR",15,30,15,10,117.8097245,"0","N","1.62411854","43.58064947","26.83341665","2.43696295","-27.91482974",0.352607101202011,2897,2948,2840,5182,927,97,619,2446,449,449,2369,143,5.46999979019165,4206,3040,2778,262,2849,2948,2647,1941,1060,1587,193,-868,-1911,2104,NA,16,60326,23826,42076,NA,NA,NA,NA,NA,NA,204,5182,2867,5270,5128,5007,263,12,13,13,7,8,27,16,365,365,365,8468,20063,12882,6412,13651,30816,21175,10958,19858,0,4350,3954,3557,793,-1046,NA,13249,9495,6249,7000,c(19.03465, -31.28217),16.55,518.2
