"","field_1","NewUID","finalname","family_GM","latitude","longitude","region","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C","Chili","Elevation","TopoDiv","geometry"
"91",91,"815_35_HTR","Nylandtia spinosa","POLYGALACEAE",-31.28086,19.03295,"HTR",815,"BHR",35,40,50,40,1570.796327,"4","N","1.733203256","36.59350777","21.11322353","5.37183614","-29.82430756",6600,780.025127506663,3.02882599830627,c(19.03295, -31.28086)
"92",92,"815_36_HTR","Asparagus capensis","ASPARAGACEAE",-31.28086,19.03295,"HTR",815,"BHR",36,20,40,30,942.4777961,"4","N","2.500142649","50.33017738","20.13092229","3.084217673","-27.03242391",6600,780.025127506663,3.02882599830627,c(19.03295, -31.28086)
"93",93,"815_37_HTR","NA","NA",-31.28086,19.03295,"HTR",815,"BHR",37,45,45,25,883.5729338,"4","B","1.054587396","51.32552814","48.66882378","1.511479978","-25.94125106",6600,780.025127506663,3.02882599830627,c(19.03295, -31.28086)
"94",94,"815_3_HTR","Protea laurifolia","PROTEACEAE",-31.28217,19.03465,"HTR",815,"BHR",3,85,60,40,1884.955592,"3","B","0.688032479","53.98951709","78.46943093","5.259128132","-26.83653436",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"95",95,"815_4_HTR","Cliffortia ruscifolia","ROSACEAE",-31.28217,19.03465,"HTR",815,"BHR",4,95,40,30,942.4777961,"3","N","0.91515409","51.85978846","56.66782133","1.329083762","-27.9935592",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"96",96,"815_5_HTR","Muraltia divaricata","POLYGALACEAE",-31.28217,19.03465,"HTR",815,"BHR",5,25,60,40,1884.955592,"4","L","1.126581096","51.06685708","45.32905555","1.844499417","-28.99685347",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"97",97,"815_6_HTR","Erica inaequalis","ERICACEAE",-31.28217,19.03465,"HTR",815,"BHR",6,10,35,30,824.6680716,"3","N","1.005151771","53.52510884","53.25077305","2.180300526","-29.04438859",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"98",98,"815_7_HTR","Linum africanum","LINACEAE",-31.28217,19.03465,"HTR",815,"BHR",7,30,30,20,471.238898,"2","N","3.495712067","42.01593972","12.01927931","5.31014095","-29.02990974",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"99",99,"815_8_HTR","Passerina glomerata","THYMELAEACEAE",-31.28217,19.03465,"HTR",815,"BHR",8,15,4,3,9.424777961,"3","L","0.778307517","52.67130326","67.67415464","0.935688859","-28.55487807",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"100",100,"815_9_HTR","Ursinia chrysanthemoides","ASTERACEAE",-31.28217,19.03465,"HTR",815,"BHR",9,14,7,2,10.99557429,"3","L","2.084699373","42.49017956","20.38192178","3.030356793","-29.44059843",6450,782.93566902721,2.67857480049133,c(19.03465, -31.28217)
"101",101,"826_10_HTR","Schismus barbatus","POACEAE",-32.20613,20.43673,"HTR",826,"BHR",10,1,3,2,4.71238898,"0","N","NA","NA","NA","NA","NA",NA,NA,NA,c(20.43673, -32.20613)
"102",102,"826_11_HTR","Mesembryanthemum stenandrum","AIZOACEAE",-32.21432,20.4778,"HTR",826,"BHR",11,1,40,30,942.4777961,"0","N","NA","NA","NA","NA","NA",NA,NA,NA,c(20.4778, -32.21432)
"103",103,"826_12_HTR","Lasiospermum brachyglossum","ASTERACEAE",-32.21432,20.4778,"HTR",826,"BHR",12,2,28,22,483.8052687,"1","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.4778, -32.21432)
"104",104,"826_13_HTR","NA","NA",-32.21432,20.4778,"HTR",826,"BHR",13,2,26,11,224.6238747,"1","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.4778, -32.21432)
"105",105,"826_14_HTR","Gnidia scabra","THYMELAEACEAE",-32.22685,20.59611,"HTR",826,"BHR",14,44,60,30,1413.716694,"4","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.59611, -32.22685)
"106",106,"826_15_HTR","Selago rigida","SCROPHULARIACEAE",-32.04119,20.52941,"HTR",826,"BHR",15,23,37,31,900.8516934,"3","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.52941, -32.04119)
"107",107,"826_16_HTR","Eriocephalus ericoides","ASTERACEAE",-32.04127,20.5293,"HTR",826,"BHR",16,42,70,40,2199.114858,"4","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.5293, -32.04127)
"108",108,"826_17_HTR","Ruschia grisea","AIZOACEAE",-32.02994,20.5261,"HTR",826,"BHR",17,64,88,80,5529.20307,"4","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.5261, -32.02994)
"109",109,"826_18_HTR","Pteronia adenocarpa","ASTERACEAE",-31.99662,20.47208,"HTR",826,"BHR",18,40,40,35,1099.557429,"4","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.47208, -31.99662)
"110",110,"826_1_HTR","Eriocephalus namaquensis","ASTERACEAE",-32.11337,20.38178,"HTR",826,"BHR",1,35,62,46,2239.955562,"4","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.38178, -32.11337)
"111",111,"826_2_HTR","Eriocephalus pauperrimus","ASTERACEAE",-32.1612,20.42,"HTR",826,"BHR",2,70,120,90,8482.300165,"4","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.42, -32.1612)
"112",112,"826_3_HTR","Lycium cinereum","SOLANACEAE",-32.1612,20.42,"HTR",826,"BHR",3,140,250,160,31415.92654,"4","N","NA","NA","NA","NA","NA",NA,NA,NA,c(20.42, -32.1612)
"113",113,"826_4_HTR","Felicia ovata","ASTERACEAE",-32.16624,20.42625,"HTR",826,"BHR",4,25,40,27,848.2300165,"4","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.42625, -32.16624)
"114",114,"826_5_HTR","NA","NA",-32.16624,20.42625,"HTR",826,"BHR",5,20,55,45,1943.860454,"2","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.42625, -32.16624)
"115",115,"826_6_HTR","Rosenia oppositifolia","ASTERACEAE",-32.16624,20.42625,"HTR",826,"BHR",6,35,70,45,2474.004215,"4","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.42625, -32.16624)
"116",116,"826_7_HTR","Lasiopogon muscoides","ASTERACEAE",-32.20613,20.43673,"HTR",826,"BHR",7,1,4,2,6.283185307,"0","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.43673, -32.20613)
"117",117,"826_8_HTR","Senecio arenarius","ASTERACEAE",-32.20613,20.43673,"HTR",826,"BHR",8,10,5,4,15.70796327,"0","B","NA","NA","NA","NA","NA",NA,NA,NA,c(20.43673, -32.20613)
"118",118,"826_9_HTR","Tribolium tenellum","POACEAE",-32.20613,20.43673,"HTR",826,"BHR",9,0.5,1,0.5,0.392699082,"0","L","NA","NA","NA","NA","NA",NA,NA,NA,c(20.43673, -32.20613)
"119",119,"621_1_HK","Tetraria flexuosa","CYPERACEAE",-34.33882,18.95015,"Hangklip",621,"CC",1,40,50,50,1963.495408,"0","N","0.601546883","45.39372656","75.46166033","0.57615894","-27.53533024",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"120",120,"621_10_HK","Nivenia levynsiae","IRIDACEAE",-34.33882,18.95015,"Hangklip",621,"CC",10,35,50,40,1570.796327,"1","N","0.645073591","47.74295744","74.01164469","-3.584933775","-27.5261301",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"121",121,"621_11_HK","Pseudopentameris brachyphylla","POACEAE",-34.33882,18.95015,"Hangklip",621,"CC",11,27,28,25,549.7787144,"1","S","0.98333987","43.93322992","44.67756397","-3.748817408","-26.90767673",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"122",122,"621_12_HK","Penaea mucronata","PENAEACEAE",-34.33882,18.95015,"Hangklip",621,"CC",12,25,35,31,852.1570073,"2","N","0.458185371","44.80332374","97.78427364","-3.974763482","-28.35414205",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"123",123,"621_13_HK","Syncarpha vestita","ASTERACEAE",-34.33882,18.95015,"Hangklip",621,"CC",13,35,26,20,408.407045,"2","B","0.680856761","39.30337144","57.72634379","0.914593188","-30.97822436",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"124",124,"621_14_HK","Bobartia gladiata","IRIDACEAE",-34.33882,18.95015,"Hangklip",621,"CC",14,55,15,10,117.8097245,"0","N","0.593465015","45.75165158","77.09241561","-5.311045412","-27.23990375",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"125",125,"621_15_HK","Merxmuellera cincta","POACEAE",-34.33882,18.95015,"Hangklip",621,"CC",15,120,190,150,22383.84766,"0","N","0.530413153","45.29946696","85.40411692","-1.415657521","-26.81363093",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"126",126,"621_16_HK","Osmitopsis asteriscoides","ASTERACEAE",-34.33882,18.95015,"Hangklip",621,"CC",16,95,80,70,4398.229715,"1","B","0.999935167","44.41981182","44.42269189","-5.200496689","-29.98052108",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"127",127,"621_17_HK","Retzia capensis","STILBACEAE",-34.33882,18.95015,"Hangklip",621,"CC",17,80,95,90,6715.154297,"2","B","0.360852757","50.39537731","139.6563456","-3.301773888","-27.15096913",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"128",128,"621_18_HK","Ficinia monticola","CYPERACEAE",-34.33882,18.95015,"Hangklip",621,"CC",18,25,30,15,353.4291735,"0","N","0.948312837","46.11099476","48.624244","-0.166650899","-26.26775639",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"129",129,"621_19_HK","Restio occultus","RESTIONACEAE",-34.33882,18.95015,"Hangklip",621,"CC",19,60,50,25,981.7477042,"2","N","0.282158317","46.02337603","163.1118888","0.931078524","-26.82692001",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"130",130,"621_2_HK","Thesium carinatum","SANTALACEAE",-34.33882,18.95015,"Hangklip",621,"CC",2,20,10,8,62.83185307,"1","N","0.664502999","39.37906417","59.26092768","-4.144465468","-28.16502821",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"131",131,"621_20_HK","Brunia albiflora","BRUNIACEAE",-34.33882,18.95015,"Hangklip",621,"CC",20,35,40,22,691.1503838,"3","B","0.75005465","48.20173136","64.26429244","-4.153192999","-30.56217391",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"132",132,"621_21_HK","Pentaschistis curvifolia","POACEAE",-34.34706,18.9642,"Hangklip",621,"CC",21,20,20,18,282.7433388,"0","N","0.617877301","44.76777962","72.45415809","-3.213528855","-26.06126452",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"133",133,"621_22_HK","Willdenowia teres","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",22,45,57,45,2014.546289,"2","N","0.442792666","46.18981912","104.3147792","0.458822138","-26.36793561",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"134",134,"621_23_HK","Ischyrolepis tenuissima","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",23,12,35,30,824.6680716,"4","N","0.471791557","46.28086315","98.09599707","0.730345317","-28.61072353",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"135",135,"621_24_HK","Stoebe spiralis","ASTERACEAE",-34.34706,18.9642,"Hangklip",621,"CC",24,95,70,55,3023.782929,"4","B","0.743819381","46.61147984","62.66505151","-4.752483444","-30.46301693",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"136",136,"621_25_HK","Erica labialis","ERICACEAE",-34.34706,18.9642,"Hangklip",621,"CC",25,20,20,12,188.4955592,"3","S","0.574110847","52.00831826","90.58933218","-3.353169347","-28.35925324",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"137",137,"621_26_HK","Erica articularis","ERICACEAE",-34.34706,18.9642,"Hangklip",621,"CC",26,32,30,30,706.8583471,"3","N","0.670055795","52.86697848","78.89936763","-1.587298959","-27.71728842",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"138",138,"621_27_HK","Erica fascicularis","ERICACEAE",-34.34706,18.9642,"Hangklip",621,"CC",27,94,2,2,3.141592654,"1","N","0.919958151","49.78996548","54.12198961","-0.294654683","-27.7418221",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"139",139,"621_28_HK","Restio dispar","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",28,200,40,40,1256.637061,"3","N","0.256631178","46.05896091","179.4753124","-0.375141911","-28.99917358",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"140",140,"621_29_HK","Protea cynaroides","PROTEACEAE",-34.34706,18.9642,"Hangklip",621,"CC",29,75,125,120,11780.97245,"2","N","0.584119299","49.56910253","84.86126491","0.82537843","-26.45993694",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"141",141,"621_3_HK","Villarsia capensis","MENYANTHACEAE",-34.33882,18.95015,"Hangklip",621,"CC",3,15,30,22,518.3627878,"0","N","0.685950021","45.08968348","65.73319065","-5.633964049","-28.68330236",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"142",142,"621_30_HK","Thamnochortus gracilis","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",30,67,40,35,1099.557429,"3","N","0.227888913","46.82902653","205.4905871","-1.840397351","-27.96773648",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"143",143,"621_31_HK","Erica sessiliflora","ERICACEAE",-34.34706,18.9642,"Hangklip",621,"CC",31,42,27,18,381.7035074,"3","N","0.683864245","51.72923749","75.64255315","-5.866864066","-28.25139595",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"144",144,"621_32_HK","Leucadendron gandogeri","PROTEACEAE",-34.34706,18.9642,"Hangklip",621,"CC",32,32,14,10,109.9557429,"1","B","0.455616791","47.86320533","105.0514518","-0.004433849","-30.54082527",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"145",145,"621_33_HK","Psoralea aphylla","FABACEAE",-34.34706,18.9642,"Hangklip",621,"CC",33,230,95,80,5969.026042,"3","N","2.054629846","46.84012583","22.79735492","-1.817998405","-26.58600021",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"146",146,"621_34_HK","Anthochortus capensis","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",34,60,110,90,7775.441818,"4","N","0.565503385","46.98328695","83.08223822","-0.511881289","-30.12839492",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"147",147,"621_35_HK","Carpacoce spermacocea","RUBIACEAE",-34.34706,18.9642,"Hangklip",621,"CC",35,60,100,100,7853.981634,"3","N","1.310731791","44.37601011","33.85590433","-4.527631378","-28.39932228",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"148",148,"621_36_HK","Restio ambiguus","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",36,55,90,80,5654.866776,"3","N","0.328691034","45.42482428","138.1991585","0.537103151","-27.6126677",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"149",149,"621_37_HK","Erica perspicua","ERICACEAE",-34.34706,18.9642,"Hangklip",621,"CC",37,75,15,10,117.8097245,"3","B","0.859202843","46.75566175","54.41748954","-6.120100792","-29.90797489",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"150",150,"621_38_HK","Clutia alaternoides","EUPHORBIACEAE",-34.34706,18.9642,"Hangklip",621,"CC",38,30,35,30,824.6680716,"2","N","0.885212783","50.56295521","57.11954933","-3.185476728","-28.66480595",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"151",151,"621_39_HK","Drosera aliciae","DROSERACEAE",-34.34706,18.9642,"Hangklip",621,"CC",39,2,4,4,12.56637061,"0","L","0.762872419","39.81603305","52.19225661","-0.577138445","-28.32095072",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"152",152,"621_4_HK","Pentaschistis ampla","POACEAE",-34.33882,18.95015,"Hangklip",621,"CC",4,20,22,21,362.8539515,"0","N","0.814440971","45.03402713","55.29440282","-4.821333964","-24.79471291",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"153",153,"621_40_HK","Carpacoce heteromorpha","RUBIACEAE",-34.34706,18.9642,"Hangklip",621,"CC",40,28,18,17,240.331838,"2","N","0.353638896","39.91236697","112.8619263","-4.011418051","-25.32127909",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"154",154,"621_41_HK","Restio bifidus","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",41,60,45,45,1590.431281,"0","N","0.224409257","46.72854415","208.2291289","-1.209256274","-28.73632001",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"155",155,"621_42_HK","Elegia persistens","RESTIONACEAE",-34.34706,18.9642,"Hangklip",621,"CC",42,70,30,30,706.8583471,"1","N","0.329570445","43.73303595","132.6970808","-1.550151867","-28.38266832",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"156",156,"621_43_HK","Erica serrata","ERICACEAE",-34.34706,18.9642,"Hangklip",621,"CC",43,60,40,25,785.3981634,"4","N","0.578097935","55.16007359","95.41648609","-4.134140465","-27.43045382",5880,343.443899424575,21.6723346710205,c(18.9642, -34.34706)
"157",157,"621_5_HK","Capeobolus brevicaulis","CYPERACEAE",-34.33882,18.95015,"Hangklip",621,"CC",5,13,16,12,150.7964474,"0","N","0.525849335","45.22410243","86.0020151","0.997989593","-28.01680385",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"158",158,"621_6_HK","Tetraria thermalis","CYPERACEAE",-34.33882,18.95015,"Hangklip",621,"CC",6,65,230,150,27096.23664,"1","N","0.36296282","44.02529278","121.2942219","2.635856197","-25.69428145",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"159",159,"621_7_HK","Merxmuellera rufa","POACEAE",-34.33882,18.95015,"Hangklip",621,"CC",7,10,14,9,98.96016859,"0","S","0.800889391","44.19757677","55.185619","-2.352412488","-24.09652506",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"160",160,"621_8_HK","Nevillea obtusissima","RESTIONACEAE",-34.33882,18.95015,"Hangklip",621,"CC",8,75,110,100,8639.379797,"0","N","0.399045341","46.16196368","115.680999","-0.86000473","-28.24782941",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"161",161,"621_9_HK","Lobelia capillifolia","CAMPANULACEAE",-34.33882,18.95015,"Hangklip",621,"CC",9,13,18,15,212.0575041,"2","N","1.226837871","40.91215493","33.34764593","-0.407142857","-27.48830733",6960,388.072202739633,22.6854763031006,c(18.95015, -34.33882)
"162",162,"626_11_HK","Calopsis membranacea","RESTIONACEAE",-34.3618,18.86605,"Hangklip",626,"CC",11,60,25,25,490.8738521,"1","N","0.23215313","44.86854587","193.2713369","-1.123545382","-28.52667607",6270,16.4930686164344,8.73109245300293,c(18.86605, -34.3618)
"163",163,"626_12_HK","Cliffortia subsetacea","ROSACEAE",-34.3618,18.86605,"Hangklip",626,"CC",12,40,50,45,1767.145868,"4","S","0.875095578","46.951872","53.6534216","-4.332833896","-28.99298688",6270,16.4930686164344,8.73109245300293,c(18.86605, -34.3618)
"164",164,"626_13_HK","Berzelia abrotanoides","BRUNIACEAE",-34.3618,18.86605,"Hangklip",626,"CC",13,85,65,60,3063.052837,"4","S","1.093275014","52.28526622","47.82444085","-0.713496683","-29.02923373",6270,16.4930686164344,8.73109245300293,c(18.86605, -34.3618)
"165",165,"626_14_HK","Centella restioides","APIACEAE",-34.3618,18.86605,"Hangklip",626,"CC",14,50,100,75,5890.486225,"2","N","0.811618914","44.97055197","55.40845732","-2.03422361","-27.76843119",6270,16.4930686164344,8.73109245300293,c(18.86605, -34.3618)
"166",166,"626_15_HK","Morella serrata","MYRICACEAE",-34.3618,18.86605,"Hangklip",626,"CC",15,80,120,74,6974.335691,"3","S","1.251087081","49.1818811","39.3113172","-1.44009129","-28.22788448",6270,16.4930686164344,8.73109245300293,c(18.86605, -34.3618)
"167",167,"626_16_HK","Erica brachialis","ERICACEAE",-34.30713,18.8177,"Hangklip",626,"CC",16,175,150,130,15315.26419,"4","S","0.570959127","55.23492572","96.74059513","-3.503970611","-27.56564477",6630,29.1054152054725,21.8526878356934,c(18.8177, -34.30713)
"168",168,"626_17_HK","Protea nitida","PROTEACEAE",-34.30749,18.81936,"Hangklip",626,"CC",17,300,350,300,82466.80716,"4","N","0.5776439","47.54036636","82.30047332","1.793546909","-28.14657399",6330,94.1075091643611,22.8432903289795,c(18.81936, -34.30749)
"169",169,"626_18_HK","Syncarpha gnaphaloides","ASTERACEAE",-34.30749,18.81936,"Hangklip",626,"CC",18,25,24,20,376.9911184,"3","B","0.788272501","37.82959745","47.99050762","-0.059951131","-31.1834721",6330,94.1075091643611,22.8432903289795,c(18.81936, -34.30749)
"170",170,"627_15_HK","Cunonia capensis","CUNONIACEAE",-34.3441,18.92532,"Hangklip",627,"CC",15,1000,800,500,314159.2654,"4","N","0.967506384","44.67351616","46.17387223","-2.941387125","-29.29134142",4260,165.900866671193,28.744649887085,c(18.92532, -34.3441)
"171",171,"627_16_HK","Platylophus trifoliatus","CUNONIACEAE",-34.3441,18.92532,"Hangklip",627,"CC",16,1200,1000,800,628318.5307,"4","N","1.165944577","46.52773793","39.90561718","-1.269943644","-29.94760461",4260,165.900866671193,28.744649887085,c(18.92532, -34.3441)
"172",172,"627_17_HK","Curtisia dentata","CORNACEAE",-34.3441,18.92532,"Hangklip",627,"CC",17,800,800,700,439822.9715,"4","S","1.132564687","48.60810287","42.91861067","-1.070426693","-30.1952511",4260,165.900866671193,28.744649887085,c(18.92532, -34.3441)
"173",173,"627_18_HK","Protea lepidocarpodendron","PROTEACEAE",-34.34782,18.926,"Hangklip",627,"CC",18,300,330,275,71274.88333,"4","N","0.722967102","53.13979001","73.50236254","4.696004413","-31.65739723",4620,66.9424549725867,26.4787521362305,c(18.926, -34.34782)
"174",174,"627_19_HK","Gleichenia polypodioides","GLEICHENIACEAE",-34.34782,18.926,"Hangklip",627,"CC",19,200,400,400,125663.7061,"2","N","0.859919208","47.55165344","55.29781521","-3.698377911","-29.43064257",4620,66.9424549725867,26.4787521362305,c(18.926, -34.34782)
"175",175,"627_20_HK","Ischyrolepis subverticillata","RESTIONACEAE",-34.34782,18.926,"Hangklip",627,"CC",20,200,100,100,7853.981634,"1","N","1.050096352","46.58161065","44.35936811","0.795643617","-30.0910332",4620,66.9424549725867,26.4787521362305,c(18.926, -34.34782)
"176",176,"627_21_HK","Halleria lucida","SCROPHULARIACEAE",-34.34782,18.926,"Hangklip",627,"CC",21,800,600,500,235619.449,"4","N","1.568246124","49.54413931","31.59206872","-0.515886931","-29.86815136",4620,66.9424549725867,26.4787521362305,c(18.926, -34.34782)
"177",177,"627_23_HK","Erica sitiens","ERICACEAE",-34.34782,18.926,"Hangklip",627,"CC",23,50,15,10,117.8097245,"3","B","0.536694042","49.56293879","92.34859143","-4.074917256","-29.45127977",4620,66.9424549725867,26.4787521362305,c(18.926, -34.34782)
"178",178,"619_1_HK","Rhus laevigata","ANACARDIACEAE",-34.3643,18.86727,"Hangklip",619,"CM",1,90,130,80,8168.140899,"4","N","0.95935973","45.96948011","47.91683313","1.844194254","-28.33564538",6240,11.642166082189,9.56480598449707,c(18.86727, -34.3643)
"179",179,"619_10_HK","Olea capensis","OLEACEAE",-34.3643,18.86727,"Hangklip",619,"CM",10,150,110,85,7343.472828,"4","N","0.957190604","49.02879481","51.22155882","-2.345899581","-27.78900372",6240,11.642166082189,9.56480598449707,c(18.86727, -34.3643)
"180",180,"619_11_HK","Passerina vulgaris","THYMELAEACEAE",-34.3643,18.86727,"Hangklip",619,"CM",11,185,155,150,18260.5073,"4","S","1.228040133","50.88399107","41.43512064","-1.983576265","-27.87227351",6240,11.642166082189,9.56480598449707,c(18.86727, -34.3643)
