"species","genus_species_GM","family_GM","family_POSA","family_ITIS","perennial","annual","lifecycle_POSA","monoecious","dioecious","evergreen","deciduous","seasonally_apparent","seasonally_identifiable","flower_postfire","resprout_postfire","serotinous","flower_begin","flower_end","flower_begin_alt","flower_end_alt","max_height_cm","herb","geophyte","graminoid","low_shrub","mid_shrub","tall_shrub","tree","scrambler","liana","hemiparasite","parasite","missing_growthform_class","succulent","leaf_succulent","stem_succulent","other_succulent","leaf_type","lvs_linear","lvs_intermediate","lvs_oval","lvs_compound","lvs_lobed","lvs_dissected","leaf_length","virtually_no_leaves","stems_photosynthetic","functional_leaf","functional_twig","plant_longevity","flammability","pollination","dispersal","GM_description"
"Pelargonium sidoides","Pelargonium sidoides","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,0,1,0,0,0,1,0,"Oct","Jan","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,4.7,0,0,"leaf","",2,"m","i","w","Tufted perennial with swollen roots. Leaves cordate with margins somewhat lobed and crenate, silvery-velvety. Flowers to 14 on limp, branching peduncles, c. 15 mm diam., almost black; hypanthium 15--37 mm long, longer than the pedicel. Mainly Oct.--Jan. Dry and stony places in short grassland, SE (Uniondale to Gauteng)."
"Pelargonium tabulare","Pelargonium tabulare","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Jan","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",2,"m","i","w","Shrublet to 30 cm. Leaves variously incised, almost round, leathery, glaucous. often with a reddish zonal marking, c. 4 cm diam. Flowers 2--3 on axillary peduncles, c. 20 mm diam., purple; hypanthium 4--8 mm long, slightly shorter than the pedicel. Sept.--Jan. Cool slopes, NW, SW (Clanwilliam to Somerset West)."
"Pelargonium ternatum","Pelargonium ternatum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Dec","","",60,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,"Leaf",0,0,1,0,1,1,1.76,0,0,"leaf","",2,"h","i","w","Shrublet to 60 cm. Leaves dimorphic, petiolate and sessile, trifoliolate, leathery or somewhat succulent, 2--3 cm diam. Flowers solitary or to 3 on short, axillary peduncles, c. 20 mm diam., white to pink; hypanthium 10--20 mm long, longer than the pedicel. Apr.--Dec. Scrub, LB (Montagu to Riversdale)."
"Pelargonium tetragonum","Pelargonium tetragonum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec","","",25,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",0,0,1,0,1,0,5.22,0,1,"leaf","",2,"l","i","w","Sprawling, often leafless shrublet with angular green branches c. 7 mm diam. Leaves often palmatifid, sometimes with red zonal markings, to 4 cm diam. Flowers 2, cream to pale pink with reddish veins, c. 40 mm diam., markedly asymmetric, stamens exserted; hypanthium 25--60 mm long, much longer than the pedicel. Sept.--Dec. Rock outcrops, NW, SW, KM, LB, SE (Worcester to Grahamstown)."
"Pelargonium triandrum","Pelargonium triandrum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Nov","","",20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",3,"l","i","w","Tuberous geophyte to 20 cm. Leaves dry at flowering, ovate, to 5 cm diam. Flowers to 30 on branching peduncles, 25--30 mm diam., pale yellow, petals 4 with upper larger and somewhat spoon-shaped, subsessile; hypanthium 23--32 mm long. Oct.--Nov. Succulent veld and dry fynbos, NW (Clanwilliam to Tanqua Karoo)."
"Pelargonium tricolor","Pelargonium tricolor","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Jan","","",30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,2.34,0,0,"leaf","",2,"m","i","w","Rhizomatous shrublet to 30 cm. Leaves crowded, elliptic, roughly hairy, c. 2.5 <x> 1 cm. Flowers to 3 on short, branching peduncles, c. 25 mm diam., 2- or 3-coloured with white, pink and often bright red, petals wide; hypanthium 1--2 mm long, much shorter than the pedicel. Sept.--Jan. Open places on clay, KM, LB, SE (Swartberg to Langeberg and Outeniqua Mts)."
"Pelargonium triphyllum","Pelargonium triphyllum","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Dec","","",18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,1,0,NA,0,0,"leaf","",3,"l","i","w","Tuberous geophyte to 18 cm. Leaves mostly dry at flowering, simple or trifoliolate, c. 3 cm diam. Flowers to 10 on branching peduncles, c. 20 mm diam., pink, subsessile; hypanthium 7--19 mm long. Oct.--Dec. Shallow soil in mountain fynbos, NW, SW (Bokkeveld to Riviersonderend Mts)."
"Pelargonium triste","Pelargonium triste","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Feb","","",20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,1,0,1,1,8.82,0,0,"leaf","",3,"l","i","w","Geophyte with large, woody tuber. Leaves prostrate, 2--3-pinnatisect with linear segments, softly hairy, to 30 cm diam. Flowers to 20 on a stout peduncle, 15-18 mm diam., pale yellow with dark maroon to black centres, clove-scented at night; hypanthium 25--35 mm long, much longer than the pedicel. Aug.--Feb. Sandy flats and slopes, NW, SW, AP (Namaqualand to Albertinia)."
"Pelargonium zonale","Pelargonium zonale","GERANIACEAE","GERANIACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Dec","","",200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"Leaf",0,0,1,0,1,0,8.5,0,0,"leaf","",2,"h","i","w","Shrub with somewhat succulent branches, 1--2 m. Leaves round with margins shallowly lobed and usually with a reddish zonal marking, very sparsely hairy. Flowers to 70, c. 35 mm diam., pink, subsessile; hypanthium 25--45 mm long. Mainly Sept.--Dec. Stony slopes and forest margins, NW, SW, KM, LB, SE (Piketberg to E Cape)."
"Pellaea calomelanos","Pellaea calomelanos","PTERIDACEAE","PTERIDACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"","","","",20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frond",1,0,0,1,0,0,1.283333333,0,0,"leaf","",2,"l","w","w","Perennial with a short rhizome. Fronds erect, coriaceous, stipe terete, lamina narrowly ovate, 3-pinnate, pinnules cordate to broadly hastate, entire, glaucous, articulated to petiolules. Sori marginal, continuous, entire. Rock crevices and boulder bases, 300--1500 m, SW, KM, LB, SE (Cape Peninsula to E Africa, Madagascar, Spain, India)."
"Penaea cneorum","Penaea cneorum","PENAEACEAE","PENAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Jan","","",130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,0.675,0,0,"leaf","",3,"h","i","i","Like P. mucronata but young stems glabrous, leaves elliptic to cordate. Mainly Sept.--Jan. Damp sandstone slopes and streambanks, SW, LB, SE (Kogelberg and Riviersonderend Mts to Port Elizabeth)."
"Penaea mucronata","Penaea mucronata","PENAEACEAE","PENAEACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Oct","Dec","","",130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.788333333,0,0,"leaf","",3,"h","i","i","Ascending to erect shrub, occ. to 1.3 m, with lightly hairy to papillate branches, coppicing from a woody caudex. Leaves sessile, cordate to lanceolate, often imbricate. Flowers in short terminal spikes, yellow, with perianth lobes triangular, subobtuse, bracts rhombic-triangular, broadened below. Mainly Oct.--Dec. Mostly rocky sandstone slopes, NW, SW, AP, LB (Robertson and Cape Peninsula to Langeberg Mts)."
"Pentameris acinosa","Pentaschistis acinosa","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Jan","","",30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"m","w","w","Erect or cushion-like perennial, culms to 30 cm. Leaves cauline, distichous in a herringbone fashion, lanceolate. Spikelets 9--10 mm long, few in a small, lax panicle, lemmas awned, 4--4.5 mm long. Oct.--Jan. Rock ledges, usually damp S-facing slopes, NW, SW, LB (Cold Bokkeveld to Langeberg Mts)."
"Pentameris ampla","Pentaschistis ampla","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Dec","Mar","","",70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,17.12,0,0,"leaf","",2,"m","w","w","Perennial to 70 cm, with woody base. Leaves linear, hairy, glandular. Spikelets 3.3--4.6 mm long, in an open, hemispherical panicle, pedicels glandular, longer than spikelets. Dec.--Mar. Sandstone slopes at low to middle alt., NW, SW, LB, SE (Clanwilliam to Somerset East)."
"Pentameris aristidoides","Pentaschistis aristidoides","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,1,1,0,"Sep","Nov","","",100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,32.74,0,0,"leaf","",2,"h","w","w","Perennial with short compact rhizomes, culms to 1 m. Leaves radical. Spikelets 12--15 mm long, in wide lax panicles 6--11 cm wide, pedicels with obscure linear glands. Sept.--Nov., mostly after fire. Rocky sandstone slopes, NW, SW, AP (Bokkeveld Mts to Agulhas)."
"Pentameris aurea","Pentaschistis aurea","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Jan","Mar","","",45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"m","w","w","Perennial to 45 cm. Leaves linear, sometimes hairy, sheath mouth villous. Spikelets 4--5 mm long, in an open panicle, pedicels with obscure linear glands, lemma lobe setae obscure, c. 0.1 mm long. Jan.--Mar. Cool damp rocky ledges, NW, SW, LB, SE (Namaqualand to S Cape and to Drakensberg)."
"Pentameris colorata","Pentaschistis colorata","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Aug","Dec","","",60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,15.81428571,0,0,"leaf","",2,"h","w","w","Tangled or caespitose perennial to 60 cm. Leaves linear, rolled, curly, sheath mouth sometimes with a few bristles. Spikelets 8--13 mm long, in a lax open panicle. Aug.--Dec. Sandstone slopes, sometimes in seeps, SW, LB (Cape Peninsula to Swellendam)."
"Pentameris curvifolia","Pentaschistis curvifolia","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Nov","","",50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,13.37619048,0,0,"leaf","",2,"h","w","w","Perennial to 50 cm, with shiny white persisitent leaf sheaths. Leaves basal, linear, rigid, sometimes rolled, margins thickened. Spikelets 8--12 mm long, in a dense head-like panicle, ivory, lemmas awned. Oct.--Nov. Sandstone slopes, especially shallow soils and paths, NW, SW, KM, LB, SE (Bokkeveld Mts to Grahamstown)."
"Pentameris distichophylla","Pentameris distichophylla","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Sep","Dec","","",120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,9.736363636,0,0,"leaf","",2,"h","w","w","Bushy perennial with culms to 1.2 m. Leaves largely basal, linear, flat or rolled, hairy, sheaths densely woolly. Spikelets 2-flowered, in dense, ovoid panicle 5--11 cm long, glabrous, 12--15 mm long, glumes 12--15 mm long. Sept.--Dec. Rocky sandstone slopes, NW, SW, KM, LB, SE (N Cedarberg to Kouga Mts)."
"Pentameris eriostoma","Pentaschistis eriostoma","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Nov","","",90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,39.45925926,0,0,"leaf","",2,"h","w","w","Perennial to 90 cm, in dense tussocks. Leaves basal, linear, rigid, usually rolled, sheaths and sheath mouth woolly. Spikelets 8--12 mm long, in a lax open panicle, lemmas awned. Sept.--Nov. Sandstone and clay slopes and flats, NW, SW, KM, LB, SE (Namaqualand to E Cape)."
"Pentameris macrocalycina","Pentameris macrocalycina","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Dec","","",100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,17.06842105,0,0,"leaf","",3,"h","w","w","Branched perennial to 1 m. Leaves terete, filiform, cauline. Spikelets 2-flowered, in a narrow panicle 6--12 cm long, spikelets 16--24 mm long, glumes 6--24 mm long. Sept.--Dec. Middle to upper sandstone slopes, NW, SW, KM, LB, SE (Pakhuis Mts to Uitenhage)."
"Pentameris malouinensis","Pentaschistis malouinensis","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Jan","","",30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,13.15,0,0,"leaf","",2,"m","w","w","Perennial to 30 cm. Leaves linear, often rolled. Spikelets 3.4--4.5 mm long, in a lax open or narrow panicle, glumes rounded, lemmas without awns. Nov.--Jan. Dry sandstone slopes, often on rocks and ledges, NW, SW, AP, KM, LB, SE (Cedarberg to Humansdorp)."
"Pentameris pallida","Pentaschistis pallida","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Sep","Oct","","",40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,9.888888889,0,0,"leaf","",2,"h","w","w","Loosely tufted to almost matted perennial to 40 cm. Leaves linear, sometimes rolled, often with stalked glands. Spikelets 6--7 mm long, in contracted panicles, awned. Sept.--Oct. Slopes and flats, NW, SW, AP, KM, LB, SE (Namaqualand to E Cape)."
"Pentameris scabra","Pentaschistis papillosa","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Nov","","",40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,3.3,0,0,"leaf","",2,"h","w","w","Tangled perennial to 40 cm. Leaves linear, sometimes hairy below. Spikelets 5--7 mm long, in a loose panicle, pedicels with stalked glands, lemmas awned. Oct.--Nov. Lower sandstone slopes, SW (Cape Peninsula to Hermanus)."
"Pentameris thuarii","Pentameris thuarii","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Sep","Dec","","",170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"h","w","w","Robust, erect or decumbent, branched perennial, culms to 1.7 m. Leaves linear, flat or folded, cauline, sheaths pubescent, with purple auricles. Spikelets 2-flowered, in a lax globose panicle 7--22 cm long, glumes 16--22 mm long. Sept.--Dec. Lower sandstone slopes, SW, LB, SE (Du Toitskloof to Outeniqua Mts)."
"Pentameris velutina","Pentaschistis velutina","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Nov","","",60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,13.12,0,0,"leaf","",2,"h","w","w","Perennial to 60 cm, culms 1--few, with a swollen, woolly base. Leaves linear, with hairs on adaxial surface directly above ligule often as a web of interlocking hairs. Spikelets 12--15 mm long, in a wide, lax panicle, awned, pedicels with obscure linear glands. Oct.--Nov. Gravel plateaus, NW (Cedarberg to Porterville Mts)."
"Pentameris viscidula","Pentaschistis viscidula","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Oct","Nov","","",50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"h","w","w","Perennial to 50 cm, culms with a swollen, woolly base. Leaves radical, sheaths hairy. Spikelets 7--10 mm long, in an open panicle, awned, pedicels with obscure linear glands. Oct.--Nov. Mountain plateaus, NW, SW, LB, SE (Cedarberg Mts to Langkloof)."
"Pentzia elegans","Pentzia elegans","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Mar","Aug","","",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,1,0,NA,0,0,"leaf","",2,"h","i","w","Grey-mealy, aromatic, twiggy shrublet to 40 cm. Leaves petiolate, palmatisect, the segments lobed. Flower heads discoid, in dense terminal corymbs, yellow. Mar.--Aug. Dry rocky slopes, KM (Montagu to Swartberg Mts)."
"Pentzia incana","Pentzia incana","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Nov","Jan","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,1,1,NA,0,0,"leaf","",2,"h","i","w","White-woolly stemmed, aromatic, twiggy shrub to 1 m. Leaves pinnatisect, the lobes linear. Flower heads discoid, solitary on long, sometimes leafy peduncles, yellow. Mainly Nov.--Jan. Dry habitats, NW, KM, LB, SE (Namaqualand to E Cape and Karoo)."
"Peperomia retusa","Peperomia retusa","PIPERACEAE","PIPERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Jan","Mar","","",20,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Leaf",0,0,1,0,0,0,NA,0,0,"leaf","",2,"l","u","u","Soft, creeping perennial to 20 cm, rooting from the nodes. Leaves lightly succulent, obovate, glossy, minutely ciliolate along apex. Flowers in thread-like, terminal spikes, green. Jan.--Mar. Forest floors and humus on sheltered rocks, SW, KM, LB, SE (Cape Peninsula to Mpumalanga)."
"Petalacte coronata","Petalacte coronata","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Aug","Nov","","",50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,2.25,0,0,"leaf","",3,"h","i","w","Erect, grey-felted, densely leafy shrublet to 50 cm, golden-hairy on the young parts. Leaves oblanceolate, suberect. Flower heads discoid, in several clusters at the branch tips, mauve, bracts all with white papery appendages, receptacle paleate. Aug.--Nov. Coastal dunes and sandstone slopes, NW, SW, AP (Pakhuis Mts to Agulhas)."
"Phaenocoma prolifera","Phaenocoma prolifera","ASTERACEAE","ASTERACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Mar","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.772,0,0,"leaf","yes",2,"h","i","w","Divaricately branched, white-stemmed shrublet to 60 cm. Leaves densely imbricate on spur shoots, involute-granular. Flower heads discoid, large, solitary, purple, bracts papery, pink shading to red. Sept.--Mar. Sandstone slopes in fynbos, NW, SW, KM, LB (Ceres to Cape Peninsula to Robinson's Pass)."
"Pharnaceum cordifolium","Pharnaceum cordifolium","MOLLUGINACEAE","MOLLUGINACEAE","",1,1,"Both",1,0,1,0,0,0,0,0,0,"May","Nov","","",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Perennial with prostrate annual stems to 50 cm. Leaves leathery, whorled, oblanceolate-spathulate, rounded at the tip, with short, fringed stipules. Flowers in pedunculate cymes, white, 3--4 mm long. Mainly May--Nov. Dunes, SW (Cape Peninsula to Stanford)."
"Pharnaceum incanum","Pharnaceum incanum","MOLLUGINACEAE","MOLLUGINACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Sprawling or erect shrublet, woody at base with whitish branches to 40 cm. Leaves crowded near the base, linear-filiform, stipules sheathing at base. Flowers in long-pedunculate cymes, 3--4 mm long, white. Aug.--Oct. Rocky slopes, NW, SW (Namaqualand to Hopefield and Worcester)."
"Pharnaceum lanuginosum","Pharnaceum lanatum","MOLLUGINACEAE","MOLLUGINACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"l","i","p","Like P. aurantium but stipular hairs curled and forming a woolly mass. Aug.--Oct. Sandy flats and slopes, NW, SW (Namaqualand and Karoo to Cape Peninsula)."
"Phiambolia hallii","Phiambolia hallii","AIZOACEAE","MESEMBRYANTHEMACEAE","AIZOACEAE",1,0,"Perennial",1,0,1,0,0,1,0,1,0,"Jul","Aug","","",10,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,"Leaf",1,0,0,0,0,0,2.4,0,0,"leaf","",2,"l","i","p",""
"Phiambolia mentiens","Phiambolia mentiens","AIZOACEAE","MESEMBRYANTHEMACEAE","AIZOACEAE",1,0,"Perennial",1,0,1,0,0,1,0,0,0,"Aug","Sep","","",35,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Leaf",1,0,0,0,0,0,1.9,0,0,"leaf","",2,"l","i","p",""
"Phragmites australis","Phragmites australis","POACEAE","POACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,1,0,"Feb","May","","",300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",3,"h","w","w","Robust, reed-like perennial to 3 m. Leaves cauline, lanceolate. Spikelets in a plumose panicle, brown and white, awned. Feb.--May. Marshes, streams and seeps, NW, SW, AP, KM, LB, SE (worldwide)."
"Phylica abietina","Phylica abietina","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Aug","","",100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","i","Closely leafy shrub to 1 m. Leaves linear-lanceolate, 4--6 mm long, smooth above, margins closely revolute. Flowers in solitary, rounded capitula surrounded by many leaves, white or pinkish, subsessile. Apr.--Aug. Dry sandstone slopes, SE (George to Uitenhage)."
"Phylica ambigua","Phylica ambigua","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Nov","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,0.808,0,0,"leaf","",2,"h","i","i","Much-branched, densely leafy shrub to 60 cm. Leaves needle-like, 10--15 mm long, margins closely revolute, covered with silky hairs when young. Flowers axillary, forming dense racemes below the branch tips, yellowish. Aug.--Nov. Rocky sandstone slopes, NW (Pakhuis Pass to Cold Bokkeveld)."
"Phylica atrata","Phylica atrata","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Oct","Mar","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,NA,0,0,"leaf","",2,"h","i","i","Closely leafy, spreading shrub, mostly 30--60 cm. Leaves lanceolate, 6--10 mm long, smooth, margins closely revolute. Flowers in solitary, flattened capitula, surrounded by leaves and leafy bracts, white. Oct.--Mar. Rocky slopes, SW (Elandskloof Mts to False Bay)."
"Phylica axillaris","Phylica axillaris","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Dec","Apr","","",80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,1,0,0,0,0,0.758333333,0,0,"leaf","",2,"h","i","i","Much-branched, tomentose shrub to 80 cm. Leaves linear to linear-lanceolate, 5--15 mm long, smooth, margins closely revolute. Flowers axillary, well below the branch tips, whitish. Mainly Dec.--Apr. Rocky slopes in coastal bush or forest margins, AP, SE (Agulhas coast to Katberg and Alexandria)."
"Phylica barnardii","Phylica barnardii","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Aug","Oct","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"h","i","i","Closely leafy shrub to 60 cm, silky on the young parts. Leaves needle-like, 7--12 mm long, rough, margins closely revolute. Flowers in rounded, solitary of clustered capitula, without petals, whitish. Aug.--Oct. Rocky sandstone slopes, NW (Cedarberg to Hex River Mts)."
"Phylica buxifolia","Phylica buxifolia","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Apr","Aug","","",400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Leaf",0,0,1,0,0,0,1.7,0,0,"leaf","",2,"h","i","i","Rounded, velvety pubescent shrub or small tree, occ. to 4 m. Leaves ovate to elliptic, 15--25 mm long, margins lightly revolute, grey-felted beneath. Flowers in small capitula grouped in panicles, shortly stipitate, white. Apr.--Aug. Lower mountain slopes, SW (Cape Peninsula to Caledon)."
"Phylica cryptandroides","Phylica cryptandroides","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Sep","Oct","","",300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leaf",1,0,0,0,0,0,NA,0,0,"leaf","",2,"h","i","i","Slender-branched, closely leafy shrub, to 3 m. Leaves needle-like, 10--15 mm long, rough, margins closely revolute. Flowers in dense racemes grouped in panicles, white, occ. pinkish. Mainly Sept.--Oct. Sandstone slopes, NW (Kamiesberg and Gifberg to Piketberg)."
"Phylica debilis","Phylica debilis","RHAMNACEAE","RHAMNACEAE","",1,0,"Perennial",1,0,1,0,0,0,0,0,0,"Nov","Dec","","",60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Leaf",0,1,0,0,0,0,0.22,0,0,"leaf","",2,"h","i","i","Twiggy shrublet, 30--60 cm, grey-tomentose on the young parts. Leaves cordate-lanceolate, 2.5--5 mm long, apparently smooth, margins laxly but closely revolute. Flowers in small, flattened, solitary capitula surrounded by leaves with long petioles, whitish. Nov.--Dec. Sandstone slopes, SW, LB, SE (Caledon Swartberg to Tsitsikamma Mts)."
